OrderID,PurchaseDate,CustomerID,ProductID,SellerID,ChannelID,Quantity,GrossRevenue,DiscountAmount,Net_Revenue,COGS,PlatformFee,PaymentProcessingFee,ShippingFeeCharged,SellerPayout,PaymentMethod,FulfillmentType,ShippingMethod,DeliveryDays,OnTime_Flag,OrderStatus,Return_Flag,Refund_Amount
ORD0000004544,2024-01-04,CUS000679,PRO00309,SEL00414,CH03,2,51.82,3.57,48.25,35.03,0.82,0.48,0.0,46.95,Cash on Delivery,Platform-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000004548,2024-12-04,CUS001353,PRO00480,SEL00130,CH03,1,182.31,40.05,"142,26",101.56,"2,80",2.25,2.99,140.2,Card,Platform-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000004552,2024-06-21,CUS002757,PRO00383,SEL00036,CH01,1,133.05,18.64,114.41,89.2,1.96,1.63,0.0,110.82,Card,Platform-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000004554,2024-01-09,CUS002727,PRO00415,SEL00359,CH03,1,69.49,0.76,68.73,45.19,0.46,0.7,3.99,71.56,Card,Seller-Fulfilled,Express,2.4,1,Completed,0,0.0
ORD0000004558,2024-09-19,CUS003976,PRO00525,SEL00170,CH03,2,24.66,2.45,22.21,14.21,3.26,0.27,2.99,21.67,Card,Seller-Fulfilled,Pickup Point,2.8,1,Completed,0,0.0
ORD0000004562,2024-12-06,CUS005161,PRO00632,SEL00287,CH05,1,7.46,1.81,5.65,3.2,0.89,0.08,2.99,7.67,BNPL,Platform-Fulfilled,Standard,4.8,1,Returned,1,4.76
ORD0000004571,2024-06-05,CUS006592,PRO00553,SEL00035,CH06,2,67.52,3.84,63.68,49.28,9.76,0.97,5.99,58.94,Card,Platform-Fulfilled,Express,2.7,1,Completed,0,0.0
ORD0000004582,2024-04-08,CUS001004,PRO00595,SEL00157,CH01,3,261.66,11.7,249.96,161.41,37.37,2.63,0.0,209.96,Card,Platform-Fulfilled,Express,0.9,1,Completed,0,0.0
ORD0000004583,2024-07-01,CUS003281,PRO00423,SEL00036,CH02,1,8.61,1.45,7.16,5.11,0.12,0.1,0.0,6.94,Card,Seller-Fulfilled,Standard,4.1,1,Completed,0,0.0
ORD0000004585,2024-09-11,CUS002499,PRO00612,SEL00385,CH03,1,129.44,16.64,112.8,83.95,"11,03",0.69,0.0,101.08,Card,Seller-Fulfilled,Standard,4.2,1,Returned,0,0.0
ORD0000004588,2024-07-20,CUS001852,PRO00820,SEL00222,CH05,4,50.92,2.88,48.04,35.02,"8,58","0,32",2.99,42.13,BNPL,Seller-Fulfilled,Express,3.0,1,Cancelled,0,0.0
ORD0000004589,2024-12-22,CUS000676,PRO00131,SEL00129,CH04,1,31.7,2.55,29.15,21.86,0.08,0.22,3.99,32.84,PayPal,Seller-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000004591,2024-11-28,CUS001939,PRO00533,SEL00013,CH02,1,38.81,6.52,32.29,24.13,0.54,0.39,3.99,35.35,Card,Seller-Fulfilled,Express,3.2,0,Completed,0,0.0
ORD0000004592,2024-06-01,CUS002407,PRO00111,SEL00258,CH06,1,22.84,3.7,19.14,13.16,1.92,0.34,2.99,19.87,Card,Seller-Fulfilled,Standard,7.4,0,Completed,0,0.0
ORD0000004597,2024-10-03,CUS003844,PRO00548,SEL00216,CH02,1,4.87,0.57,4.3,2.75,0.48,0.04,2.99,6.77,BNPL,Platform-Fulfilled,Express,3.2,0,Completed,0,0.0
ORD0000004598,2024-08-04,CUS003307,PRO00660,SEL00280,CH03,4,167.84,19.52,148.32,86.76,9.6,1.08,0.0,137.64,Card,Seller-Fulfilled,Standard,7.0,0,Cancelled,0,0.0
ORD0000004599,2024-09-25,CUS006424,PRO00933,SEL00239,CH03,1,26.27,2.72,23.55,15.55,1.84,0.25,3.99,25.45,Card,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000004602,2024-09-07,CUS000002,PRO00573,SEL00130,CH05,1,23.79,0.8,22.99,14.73,0.45,0.38,0.0,22.16,BNPL,Platform-Fulfilled,Standard,4.2,1,Completed,0,0.0
ORD0000004604,2024-04-01,CUS003717,PRO00508,SEL00143,CH02,1,42.05,0.0,42.05,29.2,7.11,0.68,3.99,38.25,Card,Platform-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000004605,2024-05-19,CUS000830,PRO00936,SEL00207,CH02,3,33.81,5.66,28.15,16.16,0.35,0.4,3.99,31.39,PayPal,Seller-Fulfilled,Standard,4.0,1,Cancelled,0,0.0
ORD0000004606,2024-12-05,CUS001877,PRO00315,SEL00212,CH06,2,44.78,7.37,"37,41",24.37,4.59,0.36,3.99,36.45,Card,Seller-Fulfilled,Express,2.2,1,Completed,0,0.0
ORD0000004607,2024-08-02,CUS004106,PRO00899,SEL00375,CH02,2,69.66,11.92,57.74,39.13,0.11,0.61,3.99,61.01,Card,Seller-Fulfilled,Express,3.6,0,Completed,0,0.0
ORD0000004608,2024-11-04,CUS006449,PRO00495,SEL00328,CH01,1,121.16,13.69,107.47,68.23,8.03,1.65,5.99,"103,78",Card,Seller-Fulfilled,Standard,6.3,0,Returned,1,73.47
ORD0000004609,2024-12-08,CUS004501,PRO00039,SEL00048,CH02,1,26.43,0.64,25.79,19.0,3.96,0.17,3.99,25.65,Card,Platform-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000004610,2024-06-13,CUS006280,PRO00133,SEL00356,CH05,2,87.22,13.6,73.62,50.49,"6,91",0.94,0.0,65.77,Card,Seller-Fulfilled,Express,2.2,1,Completed,0,0.0
ORD0000004612,2024-12-15,CUS002511,PRO00040,SEL00336,CH02,1,4.46,0.73,3.73,"2,43",0.61,0.05,5.99,9.06,PayPal,Platform-Fulfilled,Standard,7.4,0,Completed,0,0.0
ORD0000004615,2024-01-20,CUS006553,PRO00050,SEL00106,CH04,1,100.2,12.79,87.41,57.31,14.82,1.37,0.0,"71,22",BNPL,Seller-Fulfilled,Pickup Point,3.5,1,Completed,0,0.0
ORD0000004617,2024-01-13,CUS002678,PRO00590,SEL00223,CH04,1,8.69,0.91,7.78,5.81,0.53,0.09,3.99,11.15,Bank Transfer,Platform-Fulfilled,Express,1.8,1,Completed,0,0.0
ORD0000004618,2024-09-08,CUS001804,PRO00253,SEL00219,CH03,2,26.6,3.02,23.58,17.29,2.62,0.3,0.0,20.66,Card,Platform-Fulfilled,Pickup Point,4.0,1,Completed,0,0.0
ORD0000004619,2024-07-06,CUS002066,PRO00262,SEL00419,CH03,1,124.19,21.72,102.47,"72,42",1.96,1.39,2.99,102.11,PayPal,Seller-Fulfilled,Standard,4.5,1,Completed,0,0.0
ORD0000004622,2024-04-07,CUS002673,PRO00539,SEL00321,CH06,1,114.86,18.41,96.45,54.36,15.97,"1,17",3.99,83.3,Card,Seller-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000004634,2024-07-22,CUS006350,PRO00945,SEL00318,CH04,1,6.13,0.6,5.53,4.11,0.66,0.05,0.0,4.82,Cash on Delivery,Seller-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000004644,2024-05-11,CUS000270,PRO00217,SEL00166,CH01,1,7.34,0.92,6.42,4.84,0.08,0.07,5.99,12.26,Card,Platform-Fulfilled,Pickup Point,4.4,1,Completed,0,0.0
ORD0000004647,2024-03-09,CUS005486,PRO00631,SEL00304,CH03,4,95.48,1.45,94.03,67.84,0.7,1.32,0.0,92.01,PayPal,Seller-Fulfilled,Standard,1.0,1,Cancelled,0,0.0
ORD0000004650,2024-10-24,CUS006398,PRO00504,SEL00026,CH02,3,205.47,44.38,161.09,119.07,22.89,1.39,2.99,139.8,Card,Seller-Fulfilled,Pickup Point,3.4,1,Completed,0,0.0
ORD0000004651,2024-12-14,CUS005383,PRO00333,SEL00151,CH01,1,32.21,3.99,28.22,20.0,2.85,0.34,2.99,28.02,Card,Seller-Fulfilled,Express,3.9,0,Cancelled,0,0.0
ORD0000004654,2024-06-30,CUS005792,PRO00203,SEL00289,CH06,4,198.44,22.09,176.35,137.46,16.95,2.56,5.99,162.83,Card,Platform-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000004656,2024-09-01,CUS006829,PRO00361,SEL00079,CH03,2,109.88,9.55,100.33,65.42,14.88,1.78,3.99,87.66,Bank Transfer,Platform-Fulfilled,Express,1.6,1,Completed,0,0.0
ORD0000004659,2024-11-30,CUS000974,PRO00217,SEL00359,CH06,1,7.34,1.13,6.21,3.62,0.04,0.06,0.0,6.11,PayPal,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000004660,2024-10-17,CUS001959,PRO00716,SEL00027,CH06,3,340.02,46.9,293.12,196.47,"18,76",4.29,2.99,273.06,BNPL,Seller-Fulfilled,Standard,4.1,1,Completed,0,0.0
ORD0000004667,2024-01-14,CUS002026,PRO00096,SEL00004,CH04,1,8.87,0.13,8.74,6.03,0.83,0.12,3.99,11.78,PayPal,Platform-Fulfilled,Express,2.7,1,Completed,0,0.0
ORD0000004669,2024-03-30,CUS006569,PRO00755,SEL00182,CH01,1,99.83,13.45,86.38,57.93,0.91,1.01,2.99,87.45,Card,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000004678,2024-01-26,CUS001476,PRO00052,SEL00106,CH04,1,99.24,12.62,"86,62",56.36,14.69,0.77,5.99,77.15,Card,Seller-Fulfilled,Standard,5.3,1,Returned,1,48.7
ORD0000004679,2024-01-25,CUS002944,PRO00812,SEL00369,CH02,2,45.56,5.0,40.56,31.33,4.96,0.68,5.99,40.91,PayPal,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000004687,2024-11-04,CUS004471,PRO00914,SEL00016,CH03,1,97.81,15.52,82.29,51.55,6.78,"0,68",3.99,78.82,Cash on Delivery,Seller-Fulfilled,Express,1.5,1,Completed,0,0.0
ORD0000004688,2024-04-08,CUS004956,PRO00465,SEL00273,CH01,1,10.86,2.23,8.63,5.08,1.48,0.11,5.99,13.03,Card,Seller-Fulfilled,Express,2.1,1,Completed,0,0.0
ORD0000004690,2024-03-16,CUS001531,PRO00354,SEL00239,CH02,1,25.57,3.54,22.03,15.45,1.72,0.31,0.0,20.0,Bank Transfer,Platform-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000004691,2024-10-02,CUS003565,PRO00789,SEL00323,CH03,1,12.18,1.21,10.97,8.55,1.97,0.07,0.0,8.93,Bank Transfer,Platform-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000004693,2024-12-21,CUS002985,PRO00307,SEL00010,CH01,1,20.83,0.29,20.54,13.81,2.45,0.36,5.99,23.72,Card,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000004695,2024-11-29,CUS005611,PRO00467,SEL00126,CH05,2,55.0,5.89,49.11,30.85,6.4,0.75,0.0,41.96,Card,Seller-Fulfilled,Standard,7.0,0,Completed,0,0.0
ORD0000004696,2024-05-15,CUS006484,PRO00172,SEL00332,CH04,1,13.15,0.65,12.5,9.43,0.94,0.1,3.99,15.45,BNPL,Platform-Fulfilled,Standard,8.5,0,Completed,0,0.0
ORD0000004702,2024-08-04,CUS004924,PRO00024,SEL00363,CH03,1,49.92,10.18,39.74,27.14,3.74,0.48,5.99,41.51,Card,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000004705,2024-12-21,CUS001662,PRO00915,SEL00237,CH04,1,7.85,0.37,7.48,5.04,0.66,0.06,0.0,6.76,Card,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000004707,2024-09-24,CUS004162,PRO00608,SEL00400,CH03,2,49.88,3.2,46.68,26.96,6.28,0.49,5.99,45.9,Cash on Delivery,Seller-Fulfilled,Express,2.8,1,Returned,0,0.0
ORD0000004714,2024-11-03,CUS005708,PRO00862,SEL00247,CH03,1,9.5,0.87,8.63,6.92,1.33,0.09,2.99,10.2,Bank Transfer,Seller-Fulfilled,Express,1.5,1,Completed,0,0.0
ORD0000004722,2024-03-18,CUS005762,PRO00376,SEL00141,CH05,1,51.76,7.7,44.06,33.13,2.7,0.71,2.99,43.64,Bank Transfer,Seller-Fulfilled,Standard,5.0,1,Completed,0,0.0
ORD0000004723,2024-07-10,CUS000929,PRO00090,SEL00208,CH03,3,436.74,67.75,368.99,"258,47",35.24,5.91,0.0,327.84,BNPL,Platform-Fulfilled,Standard,5.5,1,Returned,1,217.87
ORD0000004725,2024-07-26,CUS003097,PRO00524,SEL00133,CH04,1,9.5,2.07,7.43,5.07,0.55,0.05,5.99,12.82,PayPal,Platform-Fulfilled,Standard,4.4,1,Completed,0,0.0
ORD0000004726,2024-03-29,CUS004208,PRO00893,SEL00137,CH03,3,108.84,17.65,91.19,55.58,13.65,0.86,3.99,80.67,Card,Seller-Fulfilled,Standard,6.2,0,Returned,1,59.49
ORD0000004729,2024-03-01,CUS003412,PRO00016,SEL00075,CH01,1,20.51,0.47,20.04,"14,62",1.79,0.22,5.99,24.02,BNPL,Seller-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000004731,2024-04-21,CUS002806,PRO00310,SEL00290,CH04,1,24.09,5.19,18.9,11.08,1.79,0.12,0.0,16.99,Card,Platform-Fulfilled,Standard,8.1,0,Completed,0,0.0
ORD0000004741,2024-04-05,CUS007068,PRO00190,SEL00297,CH06,2,126.44,7.79,118.65,89.55,8.54,1.51,2.99,111.59,Card,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000004748,2024-03-02,CUS003136,PRO00228,SEL00067,CH02,1,48.12,0.7,47.42,36.64,5.48,0.37,2.99,44.56,Card,Seller-Fulfilled,Standard,3.8,1,Completed,0,0.0
ORD0000004759,2024-04-25,CUS006973,PRO00749,SEL00282,CH02,3,186.09,29.72,156.37,102.83,2.75,2.62,5.99,156.99,Card,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000004761,2024-03-20,CUS001137,PRO00470,SEL00137,CH02,1,51.99,4.45,47.54,29.36,7.12,0.64,2.99,42.77,Card,Platform-Fulfilled,Express,3.2,0,Returned,0,0.0
ORD0000004766,2024-09-03,CUS003826,PRO00656,SEL00025,CH05,1,18.89,1.88,17.01,11.78,1.6,0.26,5.99,21.14,Card,Seller-Fulfilled,Express,3.1,0,Completed,0,0.0
ORD0000004781,2024-05-06,CUS002309,PRO00600,SEL00249,CH06,2,112.58,2.6,109.98,63.84,10.22,1.48,5.99,104.27,Card,Platform-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000004782,2024-05-17,CUS002123,PRO00612,SEL00246,CH04,1,164.59,31.47,133.12,91.13,1.84,1.67,5.99,135.6,Card,Platform-Fulfilled,Standard,6.4,0,Completed,0,0.0
ORD0000004784,2024-05-20,CUS002238,PRO00932,SEL00384,CH04,1,32.16,1.34,30.82,18.64,2.13,0.5,0.0,28.19,BNPL,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000004788,2024-12-03,CUS000948,PRO00949,SEL00350,CH01,1,37.05,7.83,29.22,24.63,3.44,0.48,3.99,29.29,Card,Seller-Fulfilled,Express,1.3,1,Completed,0,0.0
ORD0000004789,2024-08-11,CUS002570,PRO00202,SEL00367,CH05,3,69.72,0.9,68.82,50.82,0.39,1.12,0.0,67.31,PayPal,Seller-Fulfilled,Standard,6.4,0,Completed,0,0.0
ORD0000004795,2024-04-11,CUS002194,PRO00887,SEL00282,CH04,2,124.64,7.55,117.09,80.41,2.06,1.08,0.0,113.95,Card,Platform-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000004796,2024-08-23,CUS002377,PRO00724,SEL00186,CH03,1,14.4,1.78,12.62,8.11,0.88,0.14,2.99,14.59,PayPal,Seller-Fulfilled,Express,1.3,1,Completed,0,0.0
ORD0000004797,2024-03-24,CUS007094,PRO00325,SEL00386,CH04,1,35.06,0.55,34.51,26.08,6.13,0.51,2.99,30.86,BNPL,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000004804,2024-06-27,CUS002913,PRO00289,SEL00138,CH04,4,81.76,17.21,64.55,44.15,0.66,0.85,0.0,63.04,BNPL,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000004809,2024-09-26,CUS007081,PRO00225,SEL00074,CH04,3,180.18,12.23,167.95,137.0,22.25,2.66,0.0,143.04,Card,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000004813,2024-04-09,CUS005182,PRO00961,SEL00201,CH02,3,75.51,15.8,59.71,37.0,5.61,0.69,0.0,53.41,Card,Platform-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000004814,2024-02-10,CUS006826,PRO00227,SEL00155,CH03,2,72.52,10.81,61.71,44.09,6.78,0.5,0.0,54.43,Card,Seller-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000004819,2024-09-10,CUS000983,PRO00777,SEL00268,CH05,4,75.68,10.4,65.28,36.93,1.27,0.82,0.0,63.19,Card,Platform-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000004821,2024-06-04,CUS003733,PRO00161,SEL00300,CH06,1,40.4,5.11,35.29,26.01,4.29,0.51,2.99,33.48,PayPal,Seller-Fulfilled,Express,1.5,1,Completed,0,0.0
ORD0000004826,2024-05-24,CUS002310,PRO00342,SEL00072,CH06,1,17.04,0.49,16.55,11.38,0.29,0.17,2.99,19.08,Card,Seller-Fulfilled,Standard,4.3,1,Completed,0,"0,00"
ORD0000004842,2024-01-11,CUS002870,PRO00728,SEL00043,CH03,2,213.68,41.38,172.3,117.67,27.91,1.43,0.0,142.96,Card,Seller-Fulfilled,Standard,6.6,0,Completed,0,0.0
ORD0000004846,2024-08-26,CUS004217,PRO00082,SEL00304,CH03,1,69.53,6.42,63.11,52.24,0.47,0.98,0.0,61.66,Card,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000004852,2024-06-14,CUS005504,PRO00950,SEL00070,CH03,4,24.56,1.69,22.87,16.23,3.39,0.14,0.0,"19,34",BNPL,Platform-Fulfilled,Express,2.2,1,Completed,0,0.0
ORD0000004853,2024-03-19,CUS000874,PRO00567,SEL00061,CH01,1,3.59,0.69,2.9,2.25,0.29,0.04,0.0,2.57,Card,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000004855,2024-11-10,CUS006067,PRO00599,SEL00081,CH04,2,100.38,29.07,71.31,47.27,5.79,0.87,0.0,64.65,Cash on Delivery,Seller-Fulfilled,Pickup Point,1.1,1,Completed,0,0.0
ORD0000004856,2024-12-25,CUS002621,PRO00385,SEL00111,CH04,2,8.8,1.26,7.54,4.92,0.57,0.13,3.99,10.83,Card,Seller-Fulfilled,Standard,7.4,0,Completed,0,0.0
ORD0000004858,2024-02-10,CUS005703,PRO00715,SEL00098,CH04,3,29.13,3.09,26.04,18.47,1.75,0.42,0.0,23.87,Bank Transfer,Seller-Fulfilled,Pickup Point,1.5,1,Completed,0,0.0
ORD0000004860,2024-07-07,CUS000674,PRO00882,SEL00185,CH06,1,156.54,22.23,134.31,94.77,20.97,0.81,5.99,118.52,Card,Seller-Fulfilled,Standard,4.5,1,Completed,0,0.0
ORD0000004865,2024-07-17,CUS001034,PRO00925,SEL00356,CH03,3,243.18,45.06,198.12,"136,33",18.6,2.92,0.0,176.6,Card,Seller-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000004869,2024-07-05,CUS003286,PRO00583,SEL00341,CH01,1,24.6,2.83,21.77,13.87,2.76,0.2,0.0,18.81,Cash on Delivery,Seller-Fulfilled,Express,1.2,1,Completed,0,0.0
ORD0000004871,2024-11-01,CUS004072,PRO00164,SEL00271,CH01,2,149.32,5.14,144.18,96.43,"0,85",1.07,3.99,146.25,Card,Platform-Fulfilled,Standard,5.5,1,Completed,0,0.0
ORD0000004874,2024-06-07,CUS005597,PRO00513,SEL00015,CH05,1,72.78,12.66,60.12,37.73,10.41,0.61,2.99,52.09,Card,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000004881,2024-08-14,CUS001777,PRO00471,SEL00136,CH06,2,31.62,4.08,27.54,17.64,3.08,0.4,0.0,24.06,Card,Platform-Fulfilled,Pickup Point,4.9,1,Completed,0,0.0
ORD0000004882,2024-05-11,CUS004093,PRO00461,SEL00418,CH01,1,315.49,39.85,275.64,168.36,"18,99",3.59,5.99,259.05,Card,Seller-Fulfilled,Standard,6.6,0,Completed,0,0.0
ORD0000004888,2024-06-05,CUS000482,PRO00927,SEL00268,CH03,1,291.88,54.55,237.33,154.73,"4,60",3.77,3.99,232.95,Card,Platform-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000004889,2024-12-18,CUS001605,PRO00411,SEL00037,CH01,1,93.09,6.48,86.61,60.65,1.09,1.41,2.99,87.1,PayPal,Platform-Fulfilled,Express,0.8,1,Completed,0,0.0
ORD0000004892,2024-09-04,CUS005634,PRO00224,SEL00016,CH01,1,16.75,3.28,13.47,10.64,1.11,0.23,5.99,18.12,PayPal,Platform-Fulfilled,Standard,7.1,0,Completed,0,0.0
ORD0000004895,2024-11-11,CUS000286,PRO00258,SEL00068,CH06,1,8.25,2.01,6.24,3.5,0.72,0.1,2.99,8.41,Cash on Delivery,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000004897,2024-03-05,CUS000705,PRO00770,SEL00383,CH01,1,26.44,3.9,22.54,16.54,3.28,0.29,0.0,18.97,Card,Platform-Fulfilled,Pickup Point,4.2,1,Completed,0,0.0
ORD0000004899,2024-02-12,CUS002238,PRO00320,SEL00354,CH06,1,12.34,0.94,11.4,7.91,1.45,0.17,5.99,15.77,Card,Seller-Fulfilled,Standard,5.9,1,Completed,0,0.0
ORD0000004902,2024-02-02,CUS005833,PRO00719,SEL00399,CH02,3,99.81,20.42,79.39,58.39,13.46,0.5,3.99,69.42,Card,Platform-Fulfilled,Express,1.8,1,Completed,0,0.0
ORD0000004907,2024-10-18,CUS001451,PRO00149,SEL00192,CH02,1,59.27,12.46,46.81,37.61,0.48,0.61,5.99,51.71,Card,Platform-Fulfilled,Express,1.5,1,Completed,0,"0,00"
ORD0000004911,2024-10-23,CUS005199,PRO00247,SEL00062,CH06,3,297.78,11.44,286.34,209.03,24.37,2.17,5.99,265.79,BNPL,Seller-Fulfilled,Standard,5.7,1,Cancelled,0,0.0
ORD0000004914,2024-12-27,CUS004396,PRO00169,SEL00364,CH01,3,68.07,18.94,49.13,38.54,5.15,0.55,0.0,"43,43",Card,Seller-Fulfilled,Standard,5.7,1,Completed,0,0.0
ORD0000004916,2024-03-15,CUS006746,PRO00833,SEL00173,CH04,1,34.03,4.1,29.93,17.76,4.89,0.29,2.99,27.74,Cash on Delivery,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000004927,2024-01-06,CUS002661,PRO00750,SEL00042,CH03,1,27.71,2.0,25.71,17.87,3.13,0.21,3.99,26.36,Card,Seller-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000004928,2024-06-08,CUS005267,PRO00038,SEL00205,CH02,1,36.52,5.78,30.74,19.31,4.15,0.42,3.99,30.16,PayPal,Seller-Fulfilled,Standard,7.4,0,Completed,0,0.0
ORD0000004932,2024-01-20,CUS003538,PRO00585,SEL00231,CH02,2,24.32,4.16,20.16,13.76,3.41,0.35,2.99,19.39,Card,Seller-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000004933,2024-01-21,CUS005267,PRO00774,SEL00231,CH03,1,20.62,2.71,17.91,12.55,3.03,0.19,3.99,18.68,Card,Seller-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000004934,2024-11-19,CUS006619,PRO00514,SEL00142,CH04,2,51.54,10.66,40.88,23.65,3.47,"0,64",2.99,39.76,PayPal,Platform-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000004935,2024-04-13,CUS005877,PRO00613,SEL00086,CH04,2,222.34,38.42,183.92,120.75,27.33,2.3,3.99,158.28,Cash on Delivery,Platform-Fulfilled,Standard,7.5,0,Completed,0,0.0
ORD0000004936,2024-06-18,CUS005574,PRO00440,SEL00113,CH04,1,55.95,2.38,53.57,31.18,0.58,"0,59",0.0,52.4,Cash on Delivery,Seller-Fulfilled,Standard,5.1,1,Returned,1,41.5
ORD0000004938,2024-10-01,CUS003573,PRO00159,SEL00310,CH02,1,35.92,2.65,33.27,20.37,"3,31",0.34,5.99,35.61,BNPL,Seller-Fulfilled,Express,2.4,1,Completed,0,0.0
ORD0000004939,2024-08-25,CUS002464,PRO00217,SEL00330,CH03,1,8.13,0.75,7.38,4.56,1.17,0.13,0.0,6.08,Card,Platform-Fulfilled,Pickup Point,1.5,1,Completed,0,0.0
ORD0000004940,2024-12-22,CUS005726,PRO00781,SEL00356,CH01,1,51.25,6.65,44.6,26.43,4.19,0.32,5.99,46.08,BNPL,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000004944,2024-07-11,CUS003877,PRO00438,SEL00334,CH05,1,41.12,1.78,39.34,32.5,6.02,0.62,0.0,32.7,PayPal,Seller-Fulfilled,Express,2.2,1,Completed,0,0.0
ORD0000004945,2024-06-01,CUS001770,PRO00246,SEL00279,CH05,1,137.92,14.74,123.18,79.7,1.24,1.26,2.99,123.67,PayPal,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000004949,2024-09-06,CUS001618,PRO00497,SEL00328,CH05,2,110.06,19.4,90.66,66.98,6.77,0.63,0.0,83.26,Card,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000004951,2024-03-29,CUS001962,PRO00700,SEL00016,CH04,1,18.57,1.93,16.64,12.48,1.37,0.23,0.0,15.04,Card,Seller-Fulfilled,Pickup Point,2.2,1,Completed,0,0.0
ORD0000004955,2024-09-28,CUS003537,PRO00551,SEL00096,CH03,1,15.32,0.51,14.81,8.78,2.09,0.24,2.99,15.47,Card,Seller-Fulfilled,Standard,3.7,1,Completed,0,0.0
ORD0000004956,2024-10-08,CUS003573,PRO00200,SEL00403,CH03,1,180.53,20.29,160.24,97.73,22.99,2.34,5.99,140.9,Card,Platform-Fulfilled,Standard,4.8,1,Returned,1,55.72
ORD0000004958,2024-11-12,CUS002355,PRO00814,SEL00370,CH05,2,89.38,2.91,86.47,53.66,1.4,0.77,2.99,87.29,Card,Platform-Fulfilled,Pickup Point,6.1,0,Completed,0,0.0
ORD0000004960,2024-05-03,CUS002398,PRO00238,SEL00171,CH04,1,27.77,0.49,27.28,18.23,2.48,0.21,3.99,28.58,Card,Seller-Fulfilled,Pickup Point,3.9,1,Completed,0,0.0
ORD0000004962,2024-03-17,CUS005652,PRO00821,SEL00224,CH01,1,90.91,13.33,77.58,59.81,11.45,0.88,0.0,65.25,BNPL,Platform-Fulfilled,Standard,4.5,1,Completed,0,0.0
ORD0000004964,2024-03-17,CUS006600,PRO00443,SEL00329,CH04,1,45.92,5.78,40.14,29.46,4.52,0.58,3.99,39.03,BNPL,Platform-Fulfilled,Standard,4.7,1,Completed,0,0.0
ORD0000004965,2024-11-05,CUS004487,PRO00297,SEL00003,CH01,1,15.08,3.11,11.97,7.25,1.15,0.18,0.0,10.64,Bank Transfer,Platform-Fulfilled,Standard,8.1,0,Completed,0,0.0
ORD0000004967,2024-06-18,CUS000617,PRO00229,SEL00332,CH01,1,27.83,3.51,24.32,"14,74",1.83,0.32,0.0,22.17,Cash on Delivery,Platform-Fulfilled,Pickup Point,4.2,1,Completed,0,0.0
ORD0000004971,2024-04-24,CUS001881,PRO00851,SEL00160,CH06,1,40.13,1.94,38.19,24.07,"6,42",0.33,5.99,37.43,Card,Platform-Fulfilled,Standard,3.3,1,Returned,1,24.59
