SpendID,CampaignDate,CampaignID,ChannelID,Ad_Spend,AttributedRevenue,Conversions,AvgOrderValue,CPA,CVR
MKT000004148,20/06/2024,CMP00041,CH06,"978,85",1868.77,9,86.23,108.76,0.0008
MKT000004149,06/11/2024,CMP00270,CH01,927.04,3575.75,19,122.14,48.79,0.0012
MKT000004152,21/05/2024,CMP00064,CH02,80.0,772.39,2,72.68,40.0,0.0003
MKT000004153,28/07/2024,CMP00105,CH01,1455.72,18201.22,73,107.07,19.94,0.0154
MKT000004156,13/03/2024,CMP00110,CH06,496.37,1262.07,6,52.6,82.73,0.0016
MKT000004158,03/01/2024,CMP00156,CH06,1438.79,2831.99,9,51.85,159.87,0.0024
MKT000004159,18/12/2024,CMP00190,CH06,1062.39,5734.81,20,76.62,53.12,0.0201
MKT000004160,19/11/2024,CMP00241,CH05,4233.99,31701.47,141,71.99,30.03,0.0283
MKT000004161,03/05/2024,CMP00054,CH05,2002.81,7918.55,35,106.79,57.22,0.0053
MKT000004174,15/03/2024,CMP00107,CH05,1155.48,5165.52,25,133.47,46.22,0.0049
MKT000004175,10/02/2024,CMP00190,CH06,2837.31,5349.79,19,78.23,149.33,0.0029
MKT000004176,10/05/2024,CMP00153,CH03,1092.07,10567.51,92,106.74,11.87,0.0055
MKT000004178,23/02/2024,CMP00002,CH04,10155.67,36991.76,243,106.07,41.79,0.08
MKT000004182,28/12/2024,CMP00163,CH04,1961.13,3732.59,20,83.4,98.06,0.0038
MKT000004185,26/12/2024,CMP00162,CH01,961.32,7589.12,45,75.23,21.36,0.0026
MKT000004187,28/09/2024,CMP00098,CH03,155.96,2650.09,15,63.23,10.4,0.0013
MKT000004196,12/10/2024,CMP00095,CH02,890.51,7340.39,31,84.25,28.73,0.0057
MKT000004199,30/05/2024,CMP00011,CH02,80.0,331.17,2,90.14,40.0,0.0008
MKT000004201,21/03/2024,CMP00116,CH04,1597.04,2992.27,9,79.1,177.45,0.0012
MKT000004202,12/10/2024,CMP00249,CH02,256.0,2268.94,7,120.03,36.57,0.0055
MKT000004204,01/05/2024,CMP00135,CH02,329.29,3831.51,16,121.53,20.58,0.0011
MKT000004205,06/08/2024,CMP00207,CH01,1026.95,4126.13,13,113.13,79.0,0.0011
MKT000004206,15/10/2024,CMP00180,CH01,2150.92,10613.63,64,94.41,33.61,0.006
MKT000004207,23/11/2024,CMP00226,CH02,235.06,2080.53,7,79.76,33.58,0.0008
MKT000004208,17/07/2024,CMP00067,CH05,2952.72,30011.04,116,83.77,25.45,0.0102
MKT000004209,12/05/2024,CMP00168,CH01,2551.53,13261.44,77,66.03,33.14,0.0045
MKT000004211,06/10/2024,CMP00032,CH04,1761.5,6245.59,25,102.52,70.46,0.0015
MKT000004212,19/04/2024,CMP00044,CH03,136.48,582.14,5,98.38,27.3,0.0004
MKT000004213,29/11/2024,CMP00136,CH01,671.94,1676.35,10,95.45,67.19,0.0008
MKT000004220,04/12/2024,CMP00244,CH03,652.01,3991.54,33,89.4,19.76,0.0181
MKT000004226,06/09/2024,CMP00232,CH06,227.59,635.77,3,102.05,75.86,0.0009
MKT000004228,30/04/2024,CMP00033,CH04,775.73,5035.4,29,70.63,26.75,0.0038
MKT000004229,19/05/2024,CMP00027,CH02,126.31,1404.52,6,75.13,21.05,0.0004
MKT000004230,04/03/2024,CMP00004,CH05,4069.85,12977.23,63,73.81,64.6,0.0221
MKT000004232,07/04/2024,CMP00245,CH01,388.35,1438.72,3,94.47,129.45,0.0005
MKT000004233,12/08/2024,CMP00239,CH04,701.28,3069.82,9,100.01,77.92,0.001
MKT000004238,02/01/2024,CMP00206,CH04,616.15,1891.16,6,90.89,102.69,0.0004
MKT000004240,11/05/2024,CMP00125,CH04,397.68,1652.07,6,85.07,66.28,0.0039
MKT000004244,02/07/2024,CMP00092,CH02,83.79,804.76,4,78.03,20.95,0.0003
MKT000004248,30/05/2024,CMP00179,CH02,86.98,880.09,5,68.82,17.4,0.0006
MKT000004249,27/03/2024,CMP00219,CH05,2029.03,13282.42,56,102.97,36.23,0.005
MKT000004253,26/01/2024,CMP00255,CH03,712.24,8004.93,56,104.54,12.72,0.0076
MKT000004256,30/07/2024,CMP00189,CH01,523.77,1890.91,5,73.72,104.75,0.0018
MKT000004267,06/07/2024,CMP00241,CH05,"1336,28",2808.67,14,64.71,95.45,0.0026
MKT000004269,07/09/2024,CMP00011,CH02,163.87,523.38,5,97.92,32.77,0.0004
MKT000004276,02/05/2024,CMP00075,CH01,3659.45,3351.95,14,83.34,261.39,0.0105
MKT000004278,15/12/2024,CMP00132,CH04,1502.59,9276.58,56,88.39,26.83,0.0032
MKT000004282,12/02/2024,CMP00117,CH02,184.61,2696.65,14,91.49,13.19,0.0009
MKT000004283,03/11/2024,CMP00242,CH06,630.12,1963.24,11,131.9,57.28,0.0012
MKT000004290,07/07/2024,CMP00225,CH02,221.43,1752.46,2,79.19,110.72,0.0001
MKT000004300,24/11/2024,CMP00228,CH01,2170.85,5645.22,19,121.2,114.26,0.0026
MKT000004301,22/09/2024,CMP00016,CH01,1511.71,9479.1,40,109.81,37.79,0.0105
MKT000004302,30/07/2024,CMP00193,CH01,657.49,3931.72,17,76.83,38.68,0.007
MKT000004304,06/10/2024,CMP00055,CH03,161.26,845.04,5,96.65,32.25,0.0007
MKT000004312,10/11/2024,CMP00213,CH02,117.14,1012.38,5,87.47,23.43,0.0003
MKT000004314,19/02/2024,CMP00265,CH01,4232.77,19508.65,109,71.04,38.83,0.0091
MKT000004315,08/11/2024,CMP00246,CH03,1031.45,10455.24,59,90.96,17.48,0.0043
MKT000004325,18/09/2024,CMP00245,CH01,1115.2,3122.36,13,79.8,85.78,0.0008
MKT000004328,28/12/2024,CMP00240,CH03,726.0,8023.18,70,114.02,10.37,0.0041
MKT000004331,11/03/2024,CMP00236,CH05,1112.32,5994.44,39,99.96,28.52,0.0082
MKT000004332,23/12/2024,CMP00055,CH03,327.35,1968.82,15,98.9,21.82,0.0009
MKT000004337,28/05/2024,CMP00088,CH01,"1544,98",11084.52,40,78.7,38.62,0.0036
MKT000004343,04/08/2024,CMP00264,CH01,1561.49,6226.92,23,69.22,67.89,0.003
MKT000004350,18/10/2024,CMP00121,CH05,558.97,3560.06,19,103.71,29.42,0.0057
MKT000004353,07/03/2024,CMP00273,CH05,1786.78,11347.28,57,70.16,31.35,0.0222
MKT000004359,14/08/2024,CMP00280,CH01,1139.78,8692.94,37,82.7,30.8,0.0032
MKT000004366,01/06/2024,CMP00183,CH02,169.66,1363.56,5,68.74,33.93,0.0016
MKT000004370,23/02/2024,CMP00259,CH02,463.8,2567.79,9,78.37,51.53,0.0009
MKT000004371,23/11/2024,CMP00123,CH06,"4340,30",23056.25,108,81.08,40.19,0.0076
MKT000004375,12/05/2024,CMP00243,CH03,696.6,2286.19,23,101.23,30.29,0.021
MKT000004384,08/10/2024,CMP00007,CH03,602.28,4422.7,39,57.53,15.44,0.0058
MKT000004386,26/10/2024,CMP00263,CH04,4437.27,30070.1,165,95.27,26.89,0.0135
MKT000004391,31/12/2024,CMP00242,CH06,934.5,3526.79,13,73.44,71.88,0.0027
MKT000004392,17/05/2024,CMP00270,CH01,580.41,3073.57,14,95.91,41.46,0.0111
MKT000004395,31/03/2024,CMP00268,CH01,1786.07,5440.13,19,97.99,94.0,0.0011
MKT000004401,16/09/2024,CMP00195,CH05,2166.19,4240.64,14,95.67,154.73,0.001
MKT000004410,29/12/2024,CMP00003,CH03,1172.73,7296.62,34,92.72,34.49,0.0168
MKT000004411,02/04/2024,CMP00064,CH02,544.36,5104.66,22,62.18,24.74,0.0077
MKT000004414,05/12/2024,CMP00216,CH03,307.45,2497.63,15,86.85,20.5,0.0046
MKT000004416,29/12/2024,CMP00116,CH04,2405.32,10750.79,51,134.07,47.16,0.0081
MKT000004418,03/04/2024,CMP00198,CH04,1532.09,3452.25,13,86.3,117.85,0.0011
MKT000004419,01/03/2024,CMP00070,CH05,747.8,4113.33,14,93.13,53.41,0.0028
MKT000004432,05/01/2024,CMP00099,CH02,123.8,994.99,6,96.62,20.63,0.0016
MKT000004433,26/11/2024,CMP00083,CH05,4234.02,12205.27,52,65.77,81.42,0.0044
MKT000004434,12/12/2024,CMP00242,CH06,2829.53,7068.74,34,82.28,83.22,0.0042
MKT000004438,26/03/2024,CMP00079,CH04,3033.62,13916.02,43,74.33,70.55,0.0065
MKT000004448,28/03/2024,CMP00070,CH05,798.54,3059.54,18,101.68,44.36,0.0011
MKT000004460,11/06/2024,CMP00065,CH03,378.42,2634.87,12,115.94,31.54,0.0008
MKT000004478,20/09/2024,CMP00257,CH06,2333.68,1671.38,11,102.89,212.15,0.0022
MKT000004480,08/03/2024,CMP00210,CH06,359.95,1046.18,1,71.42,359.95,0.0001
MKT000004482,10/08/2024,CMP00163,CH04,3340.37,5498.09,18,80.69,185.58,0.0012
MKT000004488,09/10/2024,CMP00002,CH04,2063.62,9540.17,45,63.31,45.86,0.0036
MKT000004496,23/12/2024,CMP00041,CH06,959.13,2462.82,10,64.94,95.91,0.0007
MKT000004499,08/11/2024,CMP00038,CH01,1286.79,4542.32,15,91.14,85.79,0.0073
MKT000004507,17/05/2024,CMP00021,CH01,5405.19,17132.81,78,101.25,69.3,0.0055
MKT000004510,28/07/2024,CMP00189,CH01,1043.55,5120.61,21,57.54,49.69,0.005
MKT000004521,03/08/2024,CMP00102,CH02,282.64,3194.69,19,81.27,14.88,0.0011
MKT000004523,21/04/2024,CMP00248,CH01,"2452,64",12430.83,48,96.24,51.1,0.0041
MKT000004526,28/06/2024,CMP00277,CH01,4519.18,9608.24,47,90.46,96.15,0.0125
MKT000004527,31/12/2024,CMP00214,CH03,971.76,8411.39,63,98.9,15.42,0.0138
MKT000004528,24/12/2024,CMP00273,CH05,1848.26,13803.66,72,45.41,25.67,0.0115
MKT000004538,16/05/2024,CMP00044,CH03,659.18,5804.06,39,84.34,16.9,0.0023
MKT000004540,09/05/2024,CMP00114,CH05,708.8,8287.32,38,115.08,18.65,0.0042
MKT000004549,05/05/2024,CMP00188,CH06,2633.56,1676.93,9,88.57,292.62,0.0009
MKT000004550,04/12/2024,CMP00118,CH01,4838.72,18701.66,93,66.02,52.03,0.006
MKT000004551,02/04/2024,CMP00098,CH03,934.97,13983.73,90,64.19,10.39,0.0081
MKT000004555,04/01/2024,CMP00086,CH03,219.99,2585.23,9,98.68,24.44,0.0011
MKT000004567,09/03/2024,CMP00239,CH04,1142.28,1895.81,7,78.02,163.18,0.0007
MKT000004568,22/01/2024,CMP00276,CH05,4291.24,28890.75,105,74.86,40.87,0.08
MKT000004575,14/10/2024,CMP00167,CH03,2373.78,12967.92,85,116.05,27.93,0.0067
MKT000004579,05/08/2024,CMP00043,CH01,457.3,1917.56,11,115.96,41.57,0.0022
MKT000004582,30/10/2024,CMP00134,CH01,525.51,3336.86,21,107.92,25.02,0.0036
MKT000004583,12/06/2024,CMP00236,CH05,1539.9,9507.56,47,86.77,32.76,0.0052
MKT000004584,02/12/2024,CMP00150,CH03,620.7,5919.18,33,89.09,18.81,0.0023
MKT000004585,08/04/2024,CMP00109,CH05,1796.82,9748.87,62,93.3,28.98,0.0168
MKT000004586,08/05/2024,CMP00174,CH05,1463.51,16000.82,91,83.94,16.08,0.0057
MKT000004588,22/09/2024,CMP00162,CH01,1989.34,7133.07,26,96.92,76.51,0.0027
MKT000004593,10/03/2024,CMP00187,CH04,1370.88,2369.51,13,109.61,105.45,0.0021
MKT000004597,15/11/2024,CMP00266,CH01,3564.96,8720.31,31,26.13,115.0,0.0243
MKT000004603,19/04/2024,CMP00242,CH06,1744.16,9587.93,52,88.94,33.54,0.0131
MKT000004604,04/03/2024,CMP00177,CH04,"1128,58",9178.53,37,100.5,30.5,0.0022
MKT000004610,28/11/2024,CMP00036,CH03,751.85,7119.73,33,89.03,22.78,0.015
MKT000004613,24/11/2024,CMP00203,CH02,495.45,2644.15,19,89.4,26.08,0.0036
MKT000004615,06/12/2024,CMP00232,CH06,1642.69,3250.5,11,98.7,149.34,0.0008
MKT000004621,08/06/2024,CMP00050,CH01,886.41,2054.21,10,102.1,88.64,0.0028
MKT000004623,06/05/2024,CMP00214,CH03,306.37,1752.32,8,78.24,38.3,0.0009
MKT000004630,22/02/2024,CMP00078,CH01,631.07,334.56,1,101.15,631.07,0.0001
MKT000004641,09/02/2024,CMP00266,CH01,1425.35,3321.14,10,89.52,142.53,0.0017
MKT000004643,17/12/2024,CMP00142,CH06,2160.73,11808.08,41,66.07,52.7,0.0026
MKT000004645,16/10/2024,CMP00047,CH05,2567.05,15730.15,74,90.94,34.69,0.0043
MKT000004649,30/07/2024,CMP00036,CH03,1665.41,15075.31,102,107.73,16.33,0.0134
MKT000004652,12/09/2024,CMP00104,CH01,1678.64,8753.38,46,117.13,36.49,0.003
MKT000004657,23/02/2024,CMP00248,CH01,1058.26,4134.02,16,105.3,66.14,0.0017
MKT000004658,11/07/2024,CMP00055,CH03,555.87,3151.32,27,92.22,20.59,0.0099
MKT000004662,29/06/2024,CMP00113,CH03,210.52,1427.94,7,100.32,30.07,0.0049
MKT000004665,24/10/2024,CMP00146,CH01,1147.55,2598.81,10,65.36,114.75,0.001
MKT000004666,26/04/2024,CMP00034,CH04,1919.79,13241.06,66,82.19,29.09,0.0175
MKT000004669,19/06/2024,CMP00060,CH02,133.27,1417.68,3,99.77,44.42,0.0004
MKT000004673,23/05/2024,CMP00061,CH01,875.83,4658.67,14,74.4,62.56,0.0012
MKT000004676,08/11/2024,CMP00175,CH05,2922.85,22196.23,89,78.47,32.84,0.006
MKT000004677,30/09/2024,CMP00135,CH02,252.9,2119.27,13,51.82,19.45,0.0008
MKT000004679,10/11/2024,CMP00046,CH05,2126.79,9432.11,43,77.39,49.46,0.0039
MKT000004684,07/03/2024,CMP00133,CH03,114.22,707.19,5,84.98,22.84,0.0008
MKT000004686,03/12/2024,CMP00084,CH04,1561.68,4520.64,11,49.1,141.97,0.001
MKT000004689,24/03/2024,CMP00206,CH04,361.56,1357.94,12,94.96,30.13,0.0101
MKT000004700,09/02/2024,CMP00036,CH03,734.27,6177.28,44,82.98,16.69,0.0078
MKT000004701,25/11/2024,CMP00045,CH05,1855.46,19806.08,80,68.52,23.19,0.006
MKT000004704,30/03/2024,CMP00273,CH05,859.0,3442.84,12,74.23,71.58,0.0009
MKT000004705,06/10/2024,CMP00162,CH01,1254.6,3708.1,14,73.6,89.61,0.0014
MKT000004711,03/06/2024,CMP00078,CH01,3065.41,6400.54,20,72.47,153.27,0.0014
MKT000004715,03/01/2024,CMP00059,CH05,469.46,4170.26,24,72.18,19.56,0.0056
MKT000004716,20/11/2024,CMP00017,CH04,1740.76,14269.25,56,75.22,31.08,0.0176
MKT000004724,06/12/2024,CMP00123,CH06,3032.35,849.32,4,75.13,758.09,0.0007
MKT000004727,14/04/2024,CMP00211,CH01,1396.73,8191.37,32,92.8,43.65,0.0059
MKT000004732,23/01/2024,CMP00086,CH03,1377.45,9850.47,84,88.32,16.4,0.0266
MKT000004735,09/09/2024,CMP00059,CH05,373.57,3811.56,19,90.54,19.66,0.0011
MKT000004736,07/03/2024,CMP00188,CH06,4123.44,21636.22,64,93.92,64.43,0.0037
MKT000004737,22/03/2024,CMP00109,CH05,1057.75,5457.27,24,77.92,44.07,0.0045
MKT000004752,20/10/2024,CMP00156,CH06,556.24,1791.76,2,89.25,278.12,0.0002
MKT000004753,20/10/2024,CMP00054,CH05,483.35,3230.38,10,62.85,48.34,0.0006
MKT000004759,13/04/2024,CMP00272,CH05,633.61,5210.13,35,92.25,18.1,0.0024
MKT000004763,24/06/2024,CMP00079,CH04,1282.59,9914.5,41,73.99,31.28,0.0216
MKT000004765,10/07/2024,CMP00039,CH04,"1801,34",8517.68,41,82.86,43.94,0.0071
MKT000004767,26/11/2024,CMP00087,CH06,2135.13,4055.05,23,104.79,92.83,0.0144
MKT000004771,25/02/2024,CMP00051,CH04,4035.71,17838.15,63,103.99,64.06,0.0089
MKT000004780,27/01/2024,CMP00040,CH01,803.36,3766.06,14,67.64,57.38,0.003
MKT000004785,01/11/2024,CMP00239,CH04,4759.31,12473.71,58,78.43,82.06,0.0042
MKT000004792,08/10/2024,CMP00049,CH01,358.34,874.77,2,77.16,179.17,0.0001
MKT000004803,11/09/2024,CMP00227,CH05,1034.49,8364.21,27,113.0,38.31,0.0039
MKT000004805,05/04/2024,CMP00148,CH02,80.0,1267.39,10,58.7,8.0,0.0017
MKT000004807,13/07/2024,CMP00202,CH03,125.03,1165.03,12,102.97,10.42,0.0011
MKT000004813,16/10/2024,CMP00003,CH03,"379,87",3821.06,27,69.18,14.07,0.0024
MKT000004815,25/01/2024,CMP00164,CH06,1731.65,8420.9,29,98.01,59.71,0.0035
MKT000004817,04/05/2024,CMP00277,CH01,1671.35,10924.74,57,123.75,29.32,0.004
MKT000004819,23/12/2024,CMP00264,CH01,4361.26,18755.5,99,98.69,44.05,0.0067
MKT000004826,01/05/2024,CMP00203,CH02,226.62,4607.35,28,66.81,8.09,0.0026
MKT000004827,22/03/2024,CMP00251,CH04,1899.65,2427.52,8,67.65,237.46,0.0005
MKT000004831,15/08/2024,CMP00030,CH02,80.0,2032.65,5,101.51,16.0,0.0005
MKT000004842,01/01/2024,CMP00278,CH01,772.62,2179.48,9,95.6,85.85,0.0019
MKT000004846,13/04/2024,CMP00118,CH01,3962.67,16092.13,60,63.89,66.04,0.0035
MKT000004849,13/08/2024,CMP00003,CH03,588.68,1920.08,26,99.29,22.64,0.0018
MKT000004851,25/05/2024,CMP00005,CH06,1900.83,10188.61,47,79.43,40.44,0.003
MKT000004854,26/04/2024,CMP00062,CH02,131.12,1069.37,4,81.2,32.78,0.0004
MKT000004862,27/08/2024,CMP00052,CH04,789.49,5556.08,23,57.71,34.33,0.002
MKT000004865,07/09/2024,CMP00111,CH05,750.02,7050.7,26,89.67,28.85,0.0084
MKT000004867,26/03/2024,CMP00127,CH03,499.43,1195.48,8,114.04,62.43,0.0006
MKT000004868,23/01/2024,CMP00060,CH02,146.9,1548.45,6,94.51,24.48,0.0017
MKT000004872,27/06/2024,CMP00105,CH01,1478.82,3976.22,15,74.84,98.59,0.0028
MKT000004880,19/08/2024,CMP00120,CH04,749.83,1695.17,6,100.08,124.97,0.0015
MKT000004886,20/04/2024,CMP00237,CH01,3398.14,8480.3,46,84.83,73.87,0.0093
MKT000004887,30/03/2024,CMP00138,CH04,"502,85",2731.69,6,124.85,83.81,0.0004
MKT000004892,26/06/2024,CMP00032,CH04,1405.15,5795.17,31,105.23,45.33,0.0084
MKT000004903,16/10/2024,CMP00025,CH01,1713.88,3364.94,10,128.96,171.39,0.0009
MKT000004908,20/06/2024,CMP00046,CH05,2557.42,9832.33,44,92.69,58.12,0.0033
MKT000004912,28/12/2024,CMP00190,CH06,1888.55,4636.1,20,88.67,94.43,0.0057
MKT000004917,17/08/2024,CMP00021,CH01,1074.59,4037.64,36,92.7,29.85,0.0021
MKT000004922,30/09/2024,CMP00225,CH02,150.13,954.84,4,100.15,37.53,0.0002
MKT000004925,22/07/2024,CMP00078,CH01,924.03,3631.98,14,51.0,66.0,0.0031
MKT000004937,10/10/2024,CMP00194,CH05,2593.69,8038.02,45,80.55,57.64,0.0025
MKT000004940,27/03/2024,CMP00201,CH02,579.65,3565.7,9,103.56,64.41,0.0051
MKT000004943,29/11/2024,CMP00220,CH04,853.27,4694.02,25,70.06,34.13,0.005
MKT000004948,04/05/2024,CMP00193,CH01,2145.1,9681.1,50,84.77,42.9,0.0049
MKT000004954,14/03/2024,CMP00084,CH04,1783.12,9418.41,44,95.89,40.53,0.0041
MKT000004962,02/12/2024,CMP00028,CH05,4624.13,8055.18,27,104.79,171.26,0.02
MKT000004965,09/03/2024,CMP00165,CH01,1609.05,6005.81,27,101.23,59.59,0.006
MKT000004972,02/12/2024,CMP00209,CH04,2475.91,10502.74,52,69.59,47.61,0.0034
MKT000004984,05/12/2024,CMP00148,CH02,2354.87,14440.04,61,88.1,38.6,0.0085
MKT000004985,10/05/2024,CMP00076,CH02,254.7,3967.48,16,115.15,15.92,0.0011
MKT000004989,25/06/2024,CMP00178,CH01,2059.22,15723.77,81,102.53,25.42,0.0077
MKT000004991,02/12/2024,CMP00065,CH03,790.88,6353.24,42,70.82,18.83,0.005
MKT000004996,31/01/2024,CMP00068,CH01,1171.63,8182.6,52,78.89,22.53,0.0103
MKT000004997,04/12/2024,CMP00026,CH02,436.52,2662.01,11,99.97,39.68,0.0017
MKT000004998,06/11/2024,CMP00175,CH05,1983.6,10200.77,73,113.43,27.17,0.0064
MKT000005006,15/07/2024,CMP00048,CH06,1236.02,3522.92,20,106.37,61.8,0.0023
MKT000005011,16/11/2024,CMP00232,CH06,1519.54,5230.28,43,112.21,35.34,0.0032
MKT000005013,11/02/2024,CMP00134,CH01,2838.7,12760.0,74,90.3,38.36,0.0314
MKT000005014,07/12/2024,CMP00204,CH04,2241.9,8352.56,34,118.02,65.94,0.0035
MKT000005015,09/07/2024,CMP00025,CH01,1777.54,6145.18,23,61.42,77.28,0.0018
MKT000005016,18/07/2024,CMP00172,CH03,1155.08,10852.0,82,88.68,14.09,0.0095
MKT000005018,06/05/2024,CMP00130,CH04,2321.64,7613.28,19,126.97,122.19,0.0018
MKT000005026,16/01/2024,CMP00073,CH01,1112.01,4523.98,25,79.82,44.48,0.002
MKT000005029,31/05/2024,CMP00074,CH01,1147.83,3962.09,18,97.61,63.77,0.0019
MKT000005032,25/01/2024,CMP00060,CH02,844.93,8026.45,41,90.56,20.61,0.0028
MKT000005034,15/01/2024,CMP00014,CH03,802.52,3378.64,25,78.41,32.1,0.0025
MKT000005037,12/05/2024,CMP00099,CH02,235.96,5662.98,18,100.14,13.11,0.0011
MKT000005039,20/04/2024,CMP00024,CH04,2474.52,9884.36,28,71.15,88.38,0.0057
MKT000005044,17/09/2024,CMP00066,CH04,1232.91,3424.09,14,113.2,88.06,0.0087
MKT000005049,05/04/2024,CMP00036,CH03,122.44,654.15,5,36.97,24.49,0.0009
MKT000005053,14/05/2024,CMP00277,CH01,1893.03,11124.75,54,80.48,35.06,0.0047
MKT000005060,27/01/2024,CMP00058,CH05,4737.72,16787.05,62,92.84,76.41,0.0113
MKT000005062,04/12/2024,CMP00035,CH01,1565.47,6785.57,39,82.52,40.14,0.0039
MKT000005063,05/06/2024,CMP00253,CH02,"408,38",7793.37,58,56.45,7.04,0.0065
MKT000005072,23/08/2024,CMP00049,CH01,1866.73,9486.63,43,74.36,43.41,0.0051
MKT000005073,29/08/2024,CMP00113,CH03,1027.39,2532.81,12,67.54,85.62,0.0009
MKT000005079,02/11/2024,CMP00010,CH01,3001.71,17013.61,61,86.38,49.21,0.0049
MKT000005080,14/10/2024,CMP00108,CH01,1048.71,4175.23,16,94.6,65.54,0.0141
MKT000005082,31/12/2024,CMP00150,CH03,2010.21,15440.8,86,100.23,23.37,0.0254
MKT000005085,12/05/2024,CMP00197,CH03,2819.02,6784.3,48,117.47,58.73,0.0049
MKT000005088,21/02/2024,CMP00008,CH01,1911.71,11666.38,58,93.31,32.96,0.0034
MKT000005089,15/05/2024,CMP00013,CH06,1763.35,5378.68,19,65.07,92.81,0.0014
MKT000005092,03/03/2024,CMP00274,CH01,3392.77,13868.99,69,90.15,49.17,0.0327
MKT000005099,08/12/2024,CMP00025,CH01,"4523,09",25716.15,90,100.87,50.26,0.0061
MKT000005101,20/11/2024,CMP00046,CH05,1970.11,6716.06,28,96.39,70.36,0.0034
MKT000005108,14/02/2024,CMP00002,CH04,1718.33,10386.5,40,118.35,42.96,0.0053
MKT000005109,29/12/2024,CMP00232,CH06,993.68,1877.9,8,101.23,124.21,0.0006
MKT000005111,05/12/2024,CMP00103,CH05,1859.3,4174.49,22,73.08,84.51,0.0044
MKT000005113,05/04/2024,CMP00154,CH01,934.57,2392.82,8,104.73,116.82,0.0023
MKT000005114,21/01/2024,CMP00259,CH02,110.95,1494.02,8,91.41,13.87,0.0006
MKT000005116,30/10/2024,CMP00171,CH04,748.78,2184.3,8,95.23,93.6,0.0006
MKT000005120,31/03/2024,CMP00175,CH05,2267.63,10342.94,50,93.78,45.35,0.0236
MKT000005124,22/04/2024,CMP00261,CH03,997.96,4280.93,42,94.21,23.76,0.0038
MKT000005127,28/08/2024,CMP00065,CH03,280.13,3356.13,28,95.88,10.0,0.0031
MKT000005128,21/05/2024,CMP00119,CH01,260.78,1100.17,9,68.86,28.98,0.0025
MKT000005130,23/12/2024,CMP00054,CH05,2395.37,15532.72,81,68.49,29.57,0.006
MKT000005133,19/06/2024,CMP00185,CH02,253.47,4765.1,16,114.26,15.84,0.0015
MKT000005146,19/04/2024,CMP00238,CH04,842.28,2020.8,4,99.38,210.57,0.0008
MKT000005152,18/10/2024,CMP00235,CH06,341.48,2201.08,6,90.05,56.91,0.0004
MKT000005154,15/12/2024,CMP00108,CH01,1299.76,7516.37,32,129.06,40.62,0.0045
MKT000005156,01/06/2024,CMP00104,CH01,1337.48,8469.24,34,92.51,39.34,0.0056
MKT000005159,17/03/2024,CMP00258,CH03,264.27,3844.27,23,70.03,11.49,0.0027
MKT000005162,05/12/2024,CMP00116,CH04,2001.05,13250.14,75,79.59,26.68,0.0103
MKT000005163,29/07/2024,CMP00230,CH01,2373.76,10784.62,38,89.49,62.47,0.0136
MKT000005165,10/04/2024,CMP00102,CH02,80.0,895.19,1,66.57,80.0,0.0002
MKT000005171,30/12/2024,CMP00057,CH05,1089.82,4661.85,12,78.87,90.82,0.0008
MKT000005172,31/07/2024,CMP00028,CH05,2359.41,12390.53,64,65.97,36.87,0.0176
MKT000005174,20/09/2024,CMP00076,CH02,124.86,1885.05,14,105.15,8.92,0.0131
MKT000005179,05/05/2024,CMP00260,CH03,736.34,9761.17,65,82.3,11.33,0.0079
MKT000005185,27/03/2024,CMP00245,CH01,"2545,88",16544.52,89,90.45,28.61,0.0356
MKT000005186,22/12/2024,CMP00035,CH01,948.67,2276.27,14,72.51,67.76,0.0015
MKT000005187,20/10/2024,CMP00153,CH03,335.59,2392.86,10,115.38,33.56,0.001
MKT000005193,23/09/2024,CMP00266,CH01,"231,98",1111.04,4,70.81,57.99,0.0021
MKT000005195,17/03/2024,CMP00029,CH01,1415.6,6434.11,33,89.32,42.9,0.0021
MKT000005196,28/12/2024,CMP00140,CH01,1505.97,2929.43,13,121.59,115.84,0.0009
MKT000005202,28/02/2024,CMP00182,CH02,376.98,2027.0,14,108.69,26.93,0.0089
MKT000005209,19/10/2024,CMP00128,CH05,671.59,2271.05,11,95.44,61.05,0.0033
MKT000005211,02/01/2024,CMP00255,CH03,1591.22,12590.15,68,105.26,23.4,0.0075
MKT000005212,08/02/2024,CMP00131,CH04,2532.75,10181.48,26,101.56,97.41,0.0019
MKT000005213,10/01/2024,CMP00277,CH01,1463.77,11366.37,54,83.33,27.11,0.0146
MKT000005220,08/07/2024,CMP00170,CH02,735.89,7448.61,40,70.2,18.4,0.0188
MKT000005221,06/05/2024,CMP00042,CH04,703.97,3982.43,19,84.33,37.05,0.0095
MKT000005226,18/04/2024,CMP00066,CH04,914.8,2336.56,9,64.9,101.64,0.0007
MKT000005235,20/04/2024,CMP00055,CH03,719.64,5325.11,27,91.02,26.65,0.0132
MKT000005237,03/09/2024,CMP00159,CH02,457.86,10067.91,40,107.85,11.45,0.006
MKT000005244,21/07/2024,CMP00279,CH01,1878.97,13096.65,73,91.18,25.74,0.0053
MKT000005246,27/08/2024,CMP00176,CH05,1431.61,11089.38,38,85.14,37.67,0.0038
MKT000005247,03/03/2024,CMP00055,CH03,479.7,2838.55,22,78.56,21.8,0.0018
MKT000005250,06/11/2024,CMP00150,CH03,129.21,1045.38,5,74.38,25.84,0.0003
