OrderID,OrderDate,CustomerID,ProductID,SellerID,ChannelID,Quantity,GrossRevenue,DiscountAmount,NetRevenue,CostOfGoodsSold,PlatformFee,PaymentProcessingFee,ShippingFeeCharged,SellerPayout,PaymentMethod,FulfillmentType,ShippingMethod,DeliveryDays,OnTimeDeliveryFlag,OrderStatus,ReturnFlag,RefundAmount
ORD0000001778,2022-05-16,CUS005571,PRO00402,SEL00142,CH03,1,19.31,0.58,18.73,11.93,1.59,0.15,3.99,20.98,PayPal,Platform-Fulfilled,Standard,6.0,1,Completed,0,0.0
ORD0000001779,2022-04-18,CUS003797,PRO00639,SEL00032,CH04,1,22.67,0.73,21.94,13.93,1.82,0.26,0.0,19.86,Cash on Delivery,Seller-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000001783,2021-09-26,CUS002623,PRO00268,SEL00115,CH01,1,3.31,0.05,3.26,2.13,0.51,0.02,0.0,2.73,Card,Platform-Fulfilled,Express,1.3,1,Returned,1,2.24
ORD0000001784,2021-03-02,CUS000868,PRO00601,SEL00373,CH01,1,123.25,10.88,112.37,65.71,17.91,1.81,0.0,92.65,Bank Transfer,Platform-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000001786,2022-02-28,CUS005135,PRO00811,SEL00333,CH04,1,111.64,14.95,96.69,64.51,7.0,0.77,2.99,91.91,Card,Seller-Fulfilled,Standard,4.2,1,Completed,0,0.0
ORD0000001787,2022-11-08,CUS004407,PRO00299,SEL00340,CH03,1,6.49,0.07,6.42,4.76,0.02,0.07,0.0,6.33,Card,Platform-Fulfilled,Standard,6.5,0,Completed,0,0.0
ORD0000001788,2021-12-29,CUS005168,PRO00038,SEL00023,CH01,1,22.81,2.09,20.72,14.82,1.6,0.29,0.0,18.83,BNPL,Platform-Fulfilled,Standard,6.1,0,Completed,0,0.0
ORD0000001789,2022-02-26,CUS004493,PRO00771,SEL00146,CH02,2,324.08,42.6,281.48,163.06,28.65,4.29,0.0,248.54,PayPal,Seller-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000001790,2021-03-19,CUS001343,PRO00235,SEL00095,CH01,2,71.24,14.18,57.06,33.49,0.62,0.48,5.99,61.95,Card,Platform-Fulfilled,Standard,4.2,1,Returned,0,0.0
ORD0000001792,2022-07-13,CUS005309,PRO00655,SEL00037,CH03,1,84.48,14.58,69.9,41.64,0.88,0.63,2.99,71.38,Card,Seller-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000001793,2022-12-29,CUS000008,PRO00123,SEL00005,CH01,2,278.84,64.13,214.71,117.16,26.84,2.51,0.0,185.36,BNPL,Seller-Fulfilled,Standard,1.1,1,Completed,0,0.0
ORD0000001796,2022-02-04,CUS003716,PRO00100,SEL00387,CH04,3,49.32,1.16,48.16,25.43,3.53,0.73,2.99,46.89,Cash on Delivery,Platform-Fulfilled,Standard,2.9,1,Completed,0,0.0
ORD0000001797,2021-10-05,CUS006062,PRO00484,SEL00233,CH04,1,22.75,1.5,21.25,15.22,1.74,0.15,0.0,19.36,Card,Seller-Fulfilled,Express,2.0,1,Completed,0,0.0
ORD0000001798,2022-09-01,CUS001436,PRO00448,SEL00401,CH04,4,211.56,0.25,211.31,166.45,13.76,3.57,0.0,193.98,Card,Seller-Fulfilled,Standard,6.9,0,Completed,0,0.0
ORD0000001800,2022-12-04,CUS001858,PRO00204,SEL00388,CH04,2,19.08,2.87,16.21,10.47,1.29,0.12,3.99,18.79,Card,Seller-Fulfilled,Standard,5.0,1,Completed,0,0.0
ORD0000001802,2022-11-25,CUS003832,PRO00338,SEL00335,CH04,1,8.77,2.53,6.24,4.45,0.8,0.05,0.0,5.39,BNPL,Seller-Fulfilled,Express,3.1,0,Returned,1,2.57
ORD0000001803,2021-06-04,CUS001357,PRO00937,SEL00160,CH03,3,351.12,37.08,314.04,218.62,52.79,2.59,0.0,258.66,Card,Seller-Fulfilled,Standard,7.1,0,Completed,0,0.0
ORD0000001804,2021-10-13,CUS003400,PRO00915,SEL00053,CH05,1,10.29,0.88,9.41,5.07,1.39,0.15,3.99,11.86,Card,Platform-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000001806,2022-12-14,CUS002345,PRO00458,SEL00187,CH05,3,103.41,18.54,84.87,51.87,0.14,1.08,3.99,87.64,BNPL,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000001807,2022-06-15,CUS002607,PRO00787,SEL00250,CH01,1,17.75,0.14,17.61,10.8,1.16,0.22,3.99,20.22,Bank Transfer,Platform-Fulfilled,Standard,7.2,0,Completed,0,0.0
ORD0000001809,2021-01-28,CUS002101,PRO00374,SEL00367,CH06,2,92.62,4.44,88.18,64.74,0.5,0.58,2.99,90.09,Bank Transfer,Platform-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000001810,2022-08-13,CUS001476,PRO00544,SEL00383,CH02,1,4.81,0.21,4.6,3.48,0.67,0.05,2.99,6.87,Bank Transfer,Seller-Fulfilled,Pickup Point,2.4,1,Returned,1,2.97
ORD0000001812,2021-08-26,CUS001872,PRO00087,SEL00079,CH03,1,12.43,0.42,12.01,7.37,1.78,0.11,0.0,10.12,PayPal,Platform-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000001814,2021-07-13,CUS001327,PRO00211,SEL00061,CH01,2,138.3,2.45,135.85,86.22,13.59,1.63,0.0,120.63,Bank Transfer,Seller-Fulfilled,Pickup Point,3.0,1,Returned,1,133.85
ORD0000001817,2022-03-18,CUS002430,PRO00399,SEL00279,CH05,1,49.9,8.16,41.74,25.76,0.42,0.62,2.99,43.69,Card,Platform-Fulfilled,Express,2.6,1,Cancelled,0,0.0
ORD0000001819,2021-11-07,CUS007036,PRO00898,SEL00067,CH01,1,11.21,0.25,10.96,8.13,1.27,0.15,3.99,13.53,Card,Seller-Fulfilled,Standard,6.4,0,Completed,0,0.0
ORD0000001821,2021-02-22,CUS003059,PRO00657,SEL00162,CH03,2,100.96,17.22,83.74,49.27,1.52,0.55,5.99,87.66,Bank Transfer,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000001824,2022-11-10,CUS003572,PRO00173,SEL00068,CH03,1,46.67,6.22,40.45,26.62,4.7,0.54,3.99,39.2,BNPL,Seller-Fulfilled,Express,1.2,1,Completed,0,0.0
ORD0000001828,2021-05-28,CUS005563,PRO00613,SEL00180,CH05,2,245.18,32.3,212.88,150.32,4.17,3.03,2.99,208.67,Card,Platform-Fulfilled,Pickup Point,3.7,1,Completed,0,0.0
ORD0000001831,2022-09-25,CUS001651,PRO00326,SEL00105,CH02,1,19.05,3.75,15.3,10.84,1.36,0.22,2.99,16.71,Card,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000001832,2021-05-13,CUS001882,PRO00862,SEL00365,CH01,1,10.49,2.26,8.23,5.86,0.6,0.08,2.99,10.54,Card,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000001833,2021-05-04,CUS004897,PRO00416,SEL00302,CH03,2,60.96,2.54,58.42,37.49,8.84,0.64,0.0,48.94,Card,Platform-Fulfilled,Standard,6.3,0,Completed,0,0.0
ORD0000001835,2021-04-12,CUS003044,PRO00069,SEL00245,CH04,1,133.83,26.64,107.19,77.72,1.21,0.84,0.0,105.14,Card,Seller-Fulfilled,Standard,2.2,1,Returned,1,33.98
ORD0000001836,2022-04-02,CUS005200,PRO00325,SEL00022,CH03,1,37.0,4.98,32.02,24.89,5.35,0.34,0.0,26.33,Card,Seller-Fulfilled,Express,0.8,1,Completed,0,0.0
ORD0000001837,2022-01-19,CUS000819,PRO00073,SEL00349,CH01,2,15.26,3.28,11.98,6.86,1.64,0.14,2.99,13.19,Card,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000001838,2021-05-03,CUS002794,PRO00731,SEL00411,CH05,2,94.86,7.52,87.34,61.92,12.61,1.22,0.0,73.51,Card,Seller-Fulfilled,Express,3.0,1,Completed,0,0.0
ORD0000001839,2022-11-18,CUS004997,PRO00273,SEL00414,CH04,1,8.55,0.4,8.15,4.91,0.14,0.06,0.0,7.95,Card,Platform-Fulfilled,Standard,3.7,1,Completed,0,0.0
ORD0000001841,2022-11-24,CUS005613,PRO00425,SEL00171,CH05,2,95.94,16.95,78.99,42.94,7.19,1.15,3.99,74.64,Card,Seller-Fulfilled,Express,3.2,0,Cancelled,0,0.0
ORD0000001843,2021-04-22,CUS001638,PRO00443,SEL00238,CH01,1,50.66,6.5,44.16,29.62,3.04,0.66,0.0,40.46,Card,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000001846,2022-12-01,CUS002326,PRO00831,SEL00303,CH01,1,204.2,39.12,165.08,93.22,20.22,1.04,2.99,146.81,Card,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000001848,2022-01-07,CUS002138,PRO00142,SEL00256,CH05,1,18.56,3.21,15.35,12.08,2.14,0.24,2.99,15.96,Card,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000001849,2021-02-20,CUS006090,PRO00583,SEL00113,CH04,2,45.02,5.63,39.39,29.33,0.43,0.4,0.0,38.56,Card,Platform-Fulfilled,Standard,7.1,0,Completed,0,0.0
ORD0000001850,2022-03-01,CUS004692,PRO00934,SEL00353,CH02,1,37.74,3.41,34.33,24.02,2.61,0.42,3.99,35.29,Bank Transfer,Seller-Fulfilled,Standard,2.3,1,Completed,0,0.0
ORD0000001856,2021-03-26,CUS002583,PRO00972,SEL00272,CH03,2,31.74,2.92,28.82,18.8,1.8,0.29,3.99,30.72,Card,Platform-Fulfilled,Pickup Point,1.2,1,Returned,1,15.69
ORD0000001866,2022-12-03,CUS003232,PRO00508,SEL00362,CH01,1,41.97,4.17,37.8,28.19,3.59,0.37,2.99,36.83,Card,Platform-Fulfilled,Standard,6.0,1,Completed,0,0.0
ORD0000001868,2021-12-19,CUS003375,PRO00077,SEL00158,CH02,1,38.26,0.46,37.8,27.73,0.68,0.28,0.0,36.84,Card,Platform-Fulfilled,Pickup Point,2.8,1,Completed,0,0.0
ORD0000001872,2022-12-17,CUS007061,PRO00452,SEL00408,CH01,2,186.98,43.43,143.55,107.1,1.52,2.25,3.99,143.77,PayPal,Seller-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000001876,2022-07-20,CUS004933,PRO00264,SEL00384,CH01,1,47.43,5.71,41.72,27.52,2.88,0.29,3.99,42.54,Card,Seller-Fulfilled,Express,2.6,1,Cancelled,0,0.0
ORD0000001879,2022-12-01,CUS003011,PRO00572,SEL00399,CH06,1,18.65,0.78,17.87,10.4,3.03,0.23,0.0,14.61,Card,Seller-Fulfilled,Express,3.4,0,Returned,0,0.0
ORD0000001880,2021-05-26,CUS000334,PRO00164,SEL00266,CH04,1,66.76,10.53,56.23,38.53,4.82,0.71,0.0,50.7,Card,Seller-Fulfilled,Express,2.5,1,Returned,1,34.04
ORD0000001881,2021-08-27,CUS005041,PRO00674,SEL00247,CH03,3,230.91,18.67,212.24,161.49,32.75,2.77,3.99,180.71,Card,Seller-Fulfilled,Express,0.8,1,Cancelled,0,0.0
ORD0000001882,2022-05-23,CUS003488,PRO00765,SEL00270,CH01,2,148.32,14.24,134.08,88.33,15.86,1.52,2.99,119.69,Card,Seller-Fulfilled,Express,3.0,1,Cancelled,0,0.0
ORD0000001883,2021-10-17,CUS004595,PRO00546,SEL00366,CH03,1,120.55,8.19,112.36,77.98,7.28,1.86,2.99,106.21,Card,Platform-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000001885,2022-11-09,CUS001179,PRO00837,SEL00025,CH01,1,27.01,2.5,24.51,15.59,2.31,0.38,2.99,24.81,Card,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000001887,2021-08-25,CUS001172,PRO00767,SEL00334,CH04,2,279.72,13.36,266.36,168.62,40.73,4.42,0.0,221.21,PayPal,Platform-Fulfilled,Express,2.1,1,Returned,1,166.87
ORD0000001888,2021-06-21,CUS006746,PRO00107,SEL00087,CH01,1,34.99,1.48,33.51,23.58,0.3,0.47,2.99,35.73,Cash on Delivery,Seller-Fulfilled,Standard,4.7,1,Returned,0,0.0
ORD0000001890,2021-01-18,CUS000930,PRO00741,SEL00404,CH02,3,23.91,1.41,22.5,13.74,3.33,0.33,0.0,18.84,Card,Seller-Fulfilled,Standard,6.1,0,Returned,1,14.05
ORD0000001892,2022-12-30,CUS004376,PRO00348,SEL00303,CH02,1,125.37,16.14,109.23,77.21,13.38,1.44,3.99,98.4,Card,Seller-Fulfilled,Express,2.2,1,Cancelled,0,0.0
ORD0000001893,2022-08-07,CUS006185,PRO00653,SEL00179,CH01,2,183.8,13.36,170.44,92.02,14.78,3.05,0.0,152.61,Cash on Delivery,Platform-Fulfilled,Express,3.4,0,Completed,0,0.0
ORD0000001896,2022-08-16,CUS005970,PRO00913,SEL00160,CH01,1,41.46,2.59,38.87,25.52,6.53,0.48,0.0,31.86,PayPal,Platform-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000001897,2021-02-17,CUS004067,PRO00066,SEL00010,CH02,2,14.18,2.75,11.43,8.25,1.36,0.1,5.99,15.96,Bank Transfer,Seller-Fulfilled,Standard,3.0,1,Completed,0,0.0
ORD0000001899,2021-08-07,CUS004478,PRO00749,SEL00213,CH03,1,72.2,8.48,63.72,33.65,4.75,0.86,0.0,58.11,PayPal,Seller-Fulfilled,Standard,1.8,1,Completed,0,0.0
ORD0000001901,2021-05-22,CUS003958,PRO00519,SEL00174,CH04,2,139.76,2.51,137.25,82.55,9.09,1.7,2.99,129.45,BNPL,Platform-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000001906,2022-08-19,CUS006966,PRO00355,SEL00233,CH01,2,22.94,0.81,22.13,12.5,1.82,0.15,2.99,23.15,PayPal,Platform-Fulfilled,Pickup Point,3.5,1,Completed,0,0.0
ORD0000001913,2021-09-19,CUS001480,PRO00625,SEL00096,CH01,1,19.33,0.53,18.8,13.74,2.65,0.16,2.99,18.98,BNPL,Seller-Fulfilled,Standard,6.3,0,Completed,0,0.0
ORD0000001914,2022-05-28,CUS004964,PRO00321,SEL00079,CH01,1,55.51,10.67,44.84,30.44,6.65,0.55,2.99,40.63,Card,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000001918,2021-09-02,CUS002676,PRO00926,SEL00391,CH01,1,17.15,3.74,13.41,7.8,0.94,0.12,0.0,12.35,Card,Platform-Fulfilled,Pickup Point,3.4,1,Completed,0,0.0
ORD0000001919,2021-12-30,CUS003601,PRO00085,SEL00148,CH01,3,236.1,28.97,207.13,136.71,0.29,2.0,0.0,204.84,BNPL,Platform-Fulfilled,Standard,2.8,1,Cancelled,0,0.0
ORD0000001921,2021-11-23,CUS001685,PRO00837,SEL00241,CH06,1,30.66,3.76,26.9,17.54,3.41,0.33,0.0,23.16,Card,Seller-Fulfilled,Standard,4.7,1,Completed,0,0.0
ORD0000001924,2021-03-14,CUS000752,PRO00707,SEL00053,CH03,1,18.62,0.07,18.55,13.73,2.73,0.26,3.99,19.55,PayPal,Seller-Fulfilled,Standard,7.9,0,Completed,0,0.0
ORD0000001930,2021-02-25,CUS006139,PRO00018,SEL00120,CH01,2,33.92,4.39,29.53,17.62,2.29,0.28,0.0,26.96,Bank Transfer,Seller-Fulfilled,Standard,2.6,1,Completed,0,0.0
ORD0000001931,2022-11-22,CUS004558,PRO00268,SEL00065,CH02,1,3.38,0.97,2.41,1.78,0.19,0.03,5.99,8.18,BNPL,Seller-Fulfilled,Standard,3.8,1,Returned,0,0.0
ORD0000001932,2022-12-26,CUS004708,PRO00731,SEL00078,CH03,2,88.8,11.3,77.5,58.28,0.95,1.29,0.0,75.26,PayPal,Seller-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000001933,2021-01-15,CUS005304,PRO00822,SEL00026,CH04,2,11.62,0.53,11.09,8.06,1.58,0.08,2.99,12.42,PayPal,Seller-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000001937,2021-05-05,CUS003622,PRO00391,SEL00065,CH03,1,14.02,0.43,13.59,8.9,1.06,0.1,2.99,15.42,Cash on Delivery,Platform-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000001938,2021-07-27,CUS002272,PRO00004,SEL00196,CH06,1,71.4,5.91,65.49,42.56,8.79,0.82,0.0,55.88,Card,Platform-Fulfilled,Express,1.7,1,Completed,0,0.0
ORD0000001939,2021-08-13,CUS001816,PRO00224,SEL00130,CH06,2,33.0,2.17,30.83,22.99,0.61,0.32,3.99,33.89,PayPal,Platform-Fulfilled,Pickup Point,4.3,1,Completed,0,0.0
ORD0000001940,2022-05-16,CUS007046,PRO00204,SEL00096,CH03,1,11.01,2.15,8.86,5.32,1.25,0.05,0.0,7.56,PayPal,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000001943,2022-09-08,CUS004448,PRO00803,SEL00183,CH01,1,19.18,4.13,15.05,9.22,0.26,0.21,0.0,14.58,Card,Platform-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000001945,2021-10-27,CUS004357,PRO00590,SEL00004,CH04,2,20.6,2.48,18.12,12.44,1.73,0.29,3.99,20.09,Card,Seller-Fulfilled,Express,1.6,1,Completed,0,0.0
ORD0000001946,2022-01-11,CUS001509,PRO00380,SEL00018,CH05,2,58.22,1.81,56.41,30.67,5.93,0.49,3.99,53.98,Card,Seller-Fulfilled,Standard,2.9,1,Completed,0,0.0
ORD0000001947,2022-09-03,CUS002309,PRO00973,SEL00254,CH03,1,80.96,3.75,77.21,49.74,11.77,1.39,0.0,64.05,Card,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000001948,2021-12-23,CUS004438,PRO00674,SEL00169,CH03,1,67.2,13.89,53.31,33.07,4.44,0.82,2.99,51.04,Card,Platform-Fulfilled,Standard,6.1,0,Completed,0,0.0
ORD0000001951,2022-09-20,CUS005520,PRO00950,SEL00271,CH02,1,6.34,0.58,5.76,3.26,0.03,0.09,2.99,8.63,Card,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000001956,2022-11-13,CUS003649,PRO00329,SEL00132,CH02,2,36.18,0.81,35.37,23.14,6.35,0.43,5.99,34.58,Card,Platform-Fulfilled,Express,3.7,0,Completed,0,0.0
ORD0000001959,2022-11-10,CUS001230,PRO00560,SEL00303,CH05,2,108.98,23.47,85.51,59.69,10.47,0.82,2.99,77.21,Card,Seller-Fulfilled,Standard,4.2,1,Completed,0,0.0
ORD0000001961,2021-08-28,CUS004496,PRO00674,SEL00387,CH01,2,141.24,21.41,119.83,76.2,8.8,1.84,0.0,109.19,Cash on Delivery,Platform-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000001963,2021-05-09,CUS001951,PRO00746,SEL00285,CH01,1,15.81,2.47,13.34,9.69,0.99,0.12,0.0,12.23,Cash on Delivery,Platform-Fulfilled,Standard,2.4,1,Completed,0,0.0
ORD0000001966,2021-12-27,CUS003253,PRO00847,SEL00392,CH01,1,43.27,5.4,37.87,23.42,5.02,0.49,0.0,32.36,Card,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000001971,2022-12-19,CUS005571,PRO00507,SEL00109,CH03,2,56.8,6.63,50.17,35.57,7.36,0.87,2.99,44.93,PayPal,Platform-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000001974,2022-05-21,CUS002754,PRO00326,SEL00119,CH05,1,17.35,1.93,15.42,10.06,1.68,0.16,3.99,17.57,Card,Seller-Fulfilled,Standard,5.0,1,Completed,0,0.0
ORD0000001975,2022-02-20,CUS006903,PRO00956,SEL00043,CH01,1,79.04,7.36,71.68,38.98,11.61,1.16,3.99,62.9,BNPL,Platform-Fulfilled,Standard,3.0,1,Completed,0,0.0
ORD0000001976,2021-12-16,CUS005094,PRO00319,SEL00173,CH01,1,39.51,2.39,37.12,24.65,6.06,0.65,3.99,34.4,Card,Seller-Fulfilled,Standard,4.1,1,Returned,1,37.12
ORD0000001977,2021-03-03,CUS001969,PRO00222,SEL00126,CH01,1,18.47,3.78,14.69,10.82,1.91,0.15,2.99,15.62,Card,Seller-Fulfilled,Pickup Point,4.1,1,Returned,1,8.01
ORD0000001978,2022-11-25,CUS004861,PRO00719,SEL00386,CH04,2,70.74,17.72,53.02,36.04,9.41,0.33,3.99,47.27,BNPL,Platform-Fulfilled,Express,3.3,0,Completed,0,0.0
ORD0000001982,2022-08-13,CUS002160,PRO00394,SEL00217,CH02,2,49.38,9.07,40.31,27.2,5.93,0.57,0.0,33.81,Card,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000001984,2022-09-30,CUS005078,PRO00734,SEL00224,CH06,2,67.42,0.13,67.29,48.51,9.93,1.05,2.99,59.3,Cash on Delivery,Platform-Fulfilled,Standard,6.2,0,Completed,0,0.0
ORD0000001988,2021-09-11,CUS006095,PRO00454,SEL00244,CH01,1,47.93,9.14,38.79,26.03,4.75,0.33,5.99,39.7,Card,Platform-Fulfilled,Standard,6.5,0,Completed,0,0.0
ORD0000001989,2021-07-14,CUS004134,PRO00087,SEL00073,CH06,1,15.27,3.33,11.94,6.99,1.19,0.15,2.99,13.59,BNPL,Platform-Fulfilled,Pickup Point,2.8,1,Completed,0,0.0
ORD0000001995,2022-04-24,CUS001830,PRO00724,SEL00228,CH02,2,24.36,2.63,21.73,13.88,2.03,0.21,2.99,22.48,Bank Transfer,Platform-Fulfilled,Standard,6.6,0,Completed,0,0.0
ORD0000001998,2022-01-12,CUS003457,PRO00898,SEL00365,CH01,1,14.5,1.09,13.41,9.7,0.99,0.18,0.0,12.24,PayPal,Seller-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000002001,2021-09-04,CUS001597,PRO00497,SEL00176,CH05,1,50.66,4.81,45.85,29.08,2.84,0.78,2.99,45.22,Card,Seller-Fulfilled,Pickup Point,3.0,1,Completed,0,0.0
ORD0000002002,2021-07-10,CUS006812,PRO00291,SEL00107,CH04,1,8.61,0.8,7.81,5.93,1.25,0.09,0.0,6.47,Card,Seller-Fulfilled,Express,2.6,1,Returned,1,3.04
ORD0000002004,2022-07-12,CUS002087,PRO00165,SEL00155,CH04,1,21.11,4.45,16.66,10.94,1.83,0.13,3.99,18.69,PayPal,Platform-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000002007,2022-04-20,CUS001271,PRO00667,SEL00016,CH04,2,83.62,5.5,78.12,43.82,6.44,1.37,2.99,73.3,Card,Seller-Fulfilled,Standard,6.1,0,Completed,0,0.0
ORD0000002008,2021-12-20,CUS005335,PRO00033,SEL00151,CH05,1,48.82,8.92,39.9,23.87,4.03,0.44,3.99,39.42,Card,Platform-Fulfilled,Standard,3.9,1,Returned,1,23.08
ORD0000002009,2021-02-20,CUS002046,PRO00213,SEL00244,CH03,1,74.48,13.34,61.14,37.18,7.49,0.97,2.99,55.67,Card,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000002010,2022-09-05,CUS002285,PRO00849,SEL00223,CH01,3,42.27,7.04,35.23,23.19,2.41,0.31,0.0,32.51,BNPL,Seller-Fulfilled,Express,3.3,0,Completed,0,0.0
ORD0000002011,2021-03-13,CUS004357,PRO00548,SEL00036,CH03,2,11.14,0.2,10.94,6.55,0.19,0.07,2.99,13.67,Bank Transfer,Platform-Fulfilled,Standard,4.4,1,Completed,0,0.0
ORD0000002012,2022-04-17,CUS001112,PRO00231,SEL00179,CH02,1,31.14,4.06,27.08,19.08,2.35,0.18,3.99,28.54,Card,Platform-Fulfilled,Standard,7.2,0,Completed,0,0.0
ORD0000002017,2021-11-09,CUS002014,PRO00649,SEL00308,CH02,1,6.32,0.42,5.9,3.74,0.61,0.06,3.99,9.22,BNPL,Seller-Fulfilled,Express,1.3,1,Completed,0,0.0
ORD0000002018,2022-11-27,CUS005011,PRO00184,SEL00083,CH02,1,47.79,1.45,46.34,27.15,0.09,0.57,2.99,48.67,Card,Platform-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000002019,2021-07-26,CUS002635,PRO00101,SEL00145,CH04,2,142.2,1.36,140.84,98.27,0.49,1.79,0.0,138.56,PayPal,Platform-Fulfilled,Standard,4.2,1,Completed,0,0.0
ORD0000002021,2022-06-06,CUS005648,PRO00173,SEL00268,CH01,1,46.06,0.56,45.5,27.46,0.88,0.38,5.99,50.23,Card,Seller-Fulfilled,Express,1.8,1,Returned,0,0.0
ORD0000002022,2021-04-24,CUS006481,PRO00931,SEL00069,CH02,1,165.09,28.9,136.19,83.95,17.88,2.18,2.99,119.12,Bank Transfer,Platform-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000002026,2022-06-18,CUS000580,PRO00445,SEL00084,CH01,1,212.56,34.22,178.34,106.56,23.99,2.47,2.99,154.87,Card,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000002028,2022-09-15,CUS005965,PRO00693,SEL00075,CH02,2,88.16,0.75,87.41,58.49,7.8,0.86,3.99,82.74,Card,Platform-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000002032,2021-05-17,CUS001112,PRO00893,SEL00174,CH05,1,39.62,5.52,34.1,19.36,2.26,0.59,0.0,31.25,Card,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000002034,2021-03-14,CUS006118,PRO00049,SEL00366,CH01,1,176.54,13.92,162.62,90.23,10.54,1.54,5.99,156.53,PayPal,Platform-Fulfilled,Standard,6.2,0,Returned,1,140.88
ORD0000002036,2021-02-12,CUS000349,PRO00851,SEL00089,CH05,3,100.05,21.79,78.26,53.26,8.93,1.02,5.99,74.3,BNPL,Seller-Fulfilled,Standard,3.0,1,Returned,0,0.0
ORD0000002041,2022-12-28,CUS003873,PRO00033,SEL00101,CH06,3,153.87,36.83,117.04,75.07,16.0,1.27,2.99,102.76,Card,Seller-Fulfilled,Express,2.1,1,Completed,0,0.0
ORD0000002046,2021-05-08,CUS004420,PRO00005,SEL00231,CH05,1,14.82,0.42,14.4,10.37,2.44,0.14,2.99,14.81,Card,Seller-Fulfilled,Standard,5.7,1,Completed,0,0.0
ORD0000002047,2022-06-30,CUS006889,PRO00128,SEL00289,CH03,3,31.56,3.69,27.87,18.14,2.68,0.25,2.99,27.93,Card,Platform-Fulfilled,Standard,4.3,1,Returned,1,20.54
ORD0000002048,2021-01-29,CUS000918,PRO00437,SEL00230,CH02,3,69.54,13.74,55.8,32.3,9.98,0.53,0.0,45.29,PayPal,Seller-Fulfilled,Express,3.3,0,Completed,0,0.0
ORD0000002050,2022-07-22,CUS004257,PRO00012,SEL00061,CH02,1,82.39,2.61,79.78,52.3,7.98,1.41,2.99,73.38,Card,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000002051,2022-01-04,CUS003484,PRO00167,SEL00189,CH04,1,6.62,0.75,5.87,3.58,0.01,0.09,0.0,5.77,PayPal,Platform-Fulfilled,Standard,7.1,0,Completed,0,0.0
ORD0000002057,2021-03-30,CUS000379,PRO00606,SEL00168,CH03,1,115.2,8.27,106.93,74.2,15.87,1.16,2.99,92.89,Card,Platform-Fulfilled,Standard,7.6,0,Cancelled,0,0.0
ORD0000002058,2021-12-14,CUS000639,PRO00196,SEL00386,CH02,1,6.04,1.12,4.92,3.14,0.87,0.09,3.99,7.95,BNPL,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000002060,2021-10-25,CUS005141,PRO00349,SEL00349,CH01,3,193.59,34.8,158.79,111.85,21.75,2.62,0.0,134.42,PayPal,Platform-Fulfilled,Express,2.9,1,Completed,0,0.0
