SpendID,SpendDate,CampaignID,ChannelID,AdSpend,AttributedRevenue,Conversions,AvgOrderValue,CPA,ConversionRate
MKT000004915,2023-12-14,CMP00165,CH01,2719.24,12082.77,46,91.16,59.11,0.0112
MKT000004916,2023-11-19,CMP00021,CH01,6025.26,14294.2,45,95.19,133.89,0.0033
MKT000004923,2023-10-03,CMP00272,CH05,2611.47,27816.9,124,108.05,21.06,0.0071
MKT000004941,2023-03-23,CMP00273,CH05,2260.37,6253.03,48,53.62,47.09,0.0039
MKT000004944,2023-04-16,CMP00206,CH04,784.53,2929.44,15,74.69,52.3,0.0011
MKT000004947,2023-08-22,CMP00221,CH04,1897.1,152.93,0,87.27,1897.1,0.0001
MKT000004949,2023-06-11,CMP00098,CH03,297.45,2366.03,13,106.7,22.88,0.0008
MKT000004950,2023-02-23,CMP00025,CH01,3925.99,4706.53,18,61.18,218.11,0.019
MKT000004953,2023-03-22,CMP00261,CH03,1136.29,13604.35,64,79.57,17.75,0.0039
MKT000004955,2023-12-21,CMP00224,CH02,153.33,1097.87,1,82.47,153.33,0.0001
MKT000004959,2023-05-30,CMP00258,CH03,390.11,1952.56,14,46.88,27.86,0.001
MKT000004960,2023-01-18,CMP00212,CH01,468.94,1978.48,7,77.31,66.99,0.0006
MKT000004961,2023-05-06,CMP00181,CH01,549.36,1587.1,5,90.11,109.87,0.0005
MKT000004964,2023-11-02,CMP00154,CH01,760.88,5775.29,26,30.3,29.26,0.005
MKT000004966,2023-12-19,CMP00268,CH01,1151.94,1688.24,5,95.98,230.39,0.0028
MKT000004968,2023-02-14,CMP00138,CH04,235.73,1659.66,4,114.95,58.93,0.0004
MKT000004969,2023-07-05,CMP00057,CH05,3700.53,17055.71,66,96.57,56.07,0.0085
MKT000004973,2023-02-01,CMP00066,CH04,1086.23,5736.61,24,106.69,45.26,0.0014
MKT000004974,2023-06-09,CMP00074,CH01,1988.68,7079.67,23,92.64,86.46,0.0052
MKT000004987,2023-02-12,CMP00004,CH05,1383.88,20531.38,86,78.68,16.09,0.0097
MKT000004993,2023-06-28,CMP00060,CH02,218.09,1405.51,7,116.26,31.16,0.0005
MKT000004994,2023-01-17,CMP00107,CH05,871.13,2990.72,16,89.93,54.45,0.0111
MKT000004995,2023-04-06,CMP00149,CH01,1180.51,4619.26,22,96.88,53.66,0.0047
MKT000005001,2023-06-28,CMP00088,CH01,1108.29,9376.23,32,101.16,34.63,0.0067
MKT000005008,2023-04-06,CMP00155,CH03,317.09,4961.7,42,101.34,7.55,0.004
MKT000005022,2023-10-12,CMP00171,CH04,666.9,1798.71,10,81.58,66.69,0.0011
MKT000005023,2023-01-16,CMP00267,CH05,820.88,7027.71,42,47.79,19.54,0.0029
MKT000005025,2023-09-07,CMP00197,CH03,173.31,569.16,2,70.93,86.66,0.0002
MKT000005038,2023-08-06,CMP00082,CH06,1747.77,2798.34,11,64.93,158.89,0.0007
MKT000005040,2023-10-31,CMP00038,CH01,4192.59,29006.21,101,53.08,41.51,0.009
MKT000005042,2023-03-01,CMP00112,CH01,7008.5,31022.59,107,94.76,65.5,0.0201
MKT000005043,2023-12-26,CMP00086,CH03,788.54,5546.6,33,78.77,23.9,0.0044
MKT000005045,2023-08-03,CMP00243,CH03,1841.17,11451.12,76,58.92,24.23,0.009
MKT000005050,2023-03-04,CMP00016,CH01,1572.19,6619.95,33,71.03,47.64,0.0118
MKT000005051,2023-06-08,CMP00164,CH06,2070.29,5200.08,24,100.43,86.26,0.0082
MKT000005052,2023-10-09,CMP00243,CH03,317.7,1765.53,7,57.06,45.39,0.0005
MKT000005054,2023-01-23,CMP00119,CH01,601.86,4408.66,31,89.22,19.41,0.0051
MKT000005058,2023-08-10,CMP00144,CH04,995.98,1995.28,12,67.61,83.0,0.0008
MKT000005065,2023-02-10,CMP00139,CH03,876.39,8063.47,70,65.56,12.52,0.0087
MKT000005067,2023-05-22,CMP00245,CH01,2588.29,7339.93,23,108.43,112.53,0.0043
MKT000005068,2023-01-28,CMP00099,CH02,137.28,1752.24,3,80.57,45.76,0.0004
MKT000005069,2023-11-04,CMP00102,CH02,316.02,4369.51,15,95.69,21.07,0.0011
MKT000005070,2023-12-20,CMP00243,CH03,486.65,4913.68,28,102.45,17.38,0.0127
MKT000005075,2023-01-05,CMP00195,CH05,1985.13,21711.23,90,94.64,22.06,0.0157
MKT000005076,2023-11-27,CMP00192,CH01,3647.38,17583.45,92,78.42,39.65,0.0059
MKT000005078,2023-05-21,CMP00193,CH01,334.15,1236.85,3,89.18,111.38,0.0004
MKT000005081,2023-05-25,CMP00059,CH05,961.16,10350.79,42,58.12,22.88,0.0068
MKT000005084,2023-01-22,CMP00263,CH04,580.03,3606.47,11,71.79,52.73,0.0026
MKT000005090,2023-06-09,CMP00097,CH06,4008.58,13836.18,49,84.61,81.81,0.0045
MKT000005093,2023-11-17,CMP00210,CH06,3440.38,8242.3,38,116.11,90.54,0.0228
MKT000005106,2023-12-14,CMP00211,CH01,1091.5,5397.6,21,81.12,51.98,0.0016
MKT000005112,2023-09-19,CMP00216,CH03,537.13,7440.67,60,79.45,8.95,0.0042
MKT000005131,2023-04-10,CMP00250,CH03,373.59,4576.77,22,66.96,16.98,0.0033
MKT000005136,2023-12-03,CMP00039,CH04,1851.41,14609.06,56,85.61,33.06,0.0282
MKT000005138,2023-04-18,CMP00029,CH01,508.63,6844.8,22,79.36,23.12,0.0042
MKT000005139,2023-07-06,CMP00246,CH03,305.89,2211.26,10,87.58,30.59,0.0007
MKT000005140,2023-04-11,CMP00019,CH03,803.25,4196.46,31,49.76,25.91,0.0022
MKT000005141,2023-08-19,CMP00262,CH06,3927.84,13061.42,75,93.1,52.37,0.0048
MKT000005143,2023-07-29,CMP00242,CH06,743.73,1815.27,9,79.49,82.64,0.0013
MKT000005144,2023-11-29,CMP00006,CH04,1294.27,6816.86,29,98.16,44.63,0.0035
MKT000005145,2023-06-04,CMP00146,CH01,273.49,1714.99,10,83.7,27.35,0.0007
MKT000005149,2023-04-07,CMP00028,CH05,752.51,1648.95,9,95.66,83.61,0.002
MKT000005150,2023-09-25,CMP00278,CH01,810.9,5400.29,37,65.89,21.92,0.0144
MKT000005153,2023-06-13,CMP00197,CH03,448.53,3873.92,22,104.36,20.39,0.0025
MKT000005155,2023-08-01,CMP00004,CH05,1061.33,5673.55,34,99.76,31.22,0.0035
MKT000005157,2023-03-26,CMP00104,CH01,1601.55,3250.75,15,89.91,106.77,0.0012
MKT000005168,2023-12-22,CMP00039,CH04,1398.68,5403.13,31,86.03,45.12,0.0051
MKT000005169,2023-09-12,CMP00132,CH04,1932.07,7982.79,26,107.83,74.31,0.0015
MKT000005176,2023-05-04,CMP00193,CH01,466.37,2411.63,9,89.24,51.82,0.0006
MKT000005181,2023-07-17,CMP00146,CH01,430.32,2038.02,5,104.11,86.06,0.0003
MKT000005183,2023-11-10,CMP00218,CH01,4049.69,21028.0,99,99.27,40.91,0.0128
MKT000005184,2023-08-03,CMP00017,CH04,720.31,2519.08,15,60.42,48.02,0.0072
MKT000005189,2023-02-04,CMP00147,CH01,798.41,3272.64,15,49.58,53.23,0.0015
MKT000005191,2023-09-21,CMP00213,CH02,98.05,1059.11,6,84.42,16.34,0.0004
MKT000005194,2023-12-29,CMP00030,CH02,514.84,3505.47,16,74.27,32.18,0.0015
MKT000005197,2023-10-15,CMP00189,CH01,1287.51,8127.08,48,92.66,26.82,0.009
MKT000005203,2023-11-16,CMP00261,CH03,1634.51,11275.08,76,100.46,21.51,0.005
MKT000005207,2023-04-21,CMP00135,CH02,322.05,3638.67,12,90.61,26.84,0.0008
MKT000005216,2023-12-19,CMP00120,CH04,2802.82,8106.46,32,105.51,87.59,0.0045
MKT000005222,2023-11-17,CMP00177,CH04,1793.53,6925.66,25,90.29,71.74,0.0016
MKT000005223,2023-12-27,CMP00136,CH01,1392.84,8821.13,60,89.66,23.21,0.0073
MKT000005225,2023-09-02,CMP00111,CH05,1946.85,12199.07,55,48.55,35.4,0.0038
MKT000005227,2023-08-06,CMP00184,CH04,1002.04,1604.19,6,94.96,167.01,0.0005
MKT000005229,2023-02-25,CMP00020,CH04,2857.24,12512.46,54,25.0,52.91,0.0064
MKT000005239,2023-09-03,CMP00178,CH01,1498.3,6234.5,22,89.27,68.1,0.0013
MKT000005243,2023-07-27,CMP00127,CH03,178.5,1596.14,6,115.12,29.75,0.0036
MKT000005248,2023-06-28,CMP00212,CH01,600.8,4461.57,24,107.27,25.03,0.0026
MKT000005264,2023-12-26,CMP00002,CH04,1326.61,7359.27,26,41.67,51.02,0.0069
MKT000005266,2023-11-28,CMP00215,CH04,4115.86,17202.55,64,92.4,64.31,0.0081
MKT000005272,2023-04-25,CMP00136,CH01,1705.95,5899.22,26,64.37,65.61,0.0045
MKT000005273,2023-12-27,CMP00121,CH05,1598.44,11408.93,41,86.21,38.99,0.0032
MKT000005275,2023-08-10,CMP00032,CH04,1816.27,4622.92,26,86.96,69.86,0.0021
MKT000005286,2023-10-27,CMP00267,CH05,1191.43,4944.68,17,63.75,70.08,0.0034
MKT000005287,2023-12-09,CMP00268,CH01,1246.4,6184.28,30,71.88,41.55,0.0018
MKT000005288,2023-02-08,CMP00084,CH04,2811.42,15384.96,74,88.65,37.99,0.0043
MKT000005297,2023-08-21,CMP00258,CH03,765.01,6000.0,53,96.89,14.43,0.0135
MKT000005303,2023-09-30,CMP00275,CH05,342.16,1983.05,15,86.48,22.81,0.0016
MKT000005306,2023-12-11,CMP00235,CH06,2908.77,13258.98,49,100.13,59.36,0.015
MKT000005310,2023-08-27,CMP00143,CH04,520.35,2948.1,12,71.31,43.36,0.0022
MKT000005311,2023-10-15,CMP00259,CH02,221.91,3673.44,18,58.67,12.33,0.0013
MKT000005312,2023-03-11,CMP00095,CH02,361.97,5245.49,31,94.63,11.68,0.005
MKT000005315,2023-02-08,CMP00210,CH06,1622.64,4915.53,17,94.76,95.45,0.0011
MKT000005316,2023-10-22,CMP00269,CH01,2133.13,7480.94,26,59.99,82.04,0.003
MKT000005325,2023-11-30,CMP00081,CH03,889.81,8108.35,54,73.32,16.48,0.0133
MKT000005335,2023-03-20,CMP00262,CH06,929.15,1942.31,8,53.46,116.14,0.0006
MKT000005337,2023-03-10,CMP00223,CH04,274.53,497.94,3,100.39,91.51,0.0003
MKT000005346,2023-03-13,CMP00112,CH01,811.75,2255.8,8,98.2,101.47,0.0012
MKT000005361,2023-10-07,CMP00073,CH01,1451.07,1747.19,12,98.49,120.92,0.001
MKT000005362,2023-03-27,CMP00077,CH01,1910.84,15131.71,58,73.18,32.95,0.0112
MKT000005364,2023-10-17,CMP00186,CH04,1021.51,5332.14,27,92.35,37.83,0.0046
MKT000005366,2023-06-02,CMP00204,CH04,2436.03,19848.77,83,79.76,29.35,0.0093
MKT000005367,2023-04-12,CMP00274,CH01,1456.59,11792.41,57,81.66,25.55,0.0042
MKT000005369,2023-04-13,CMP00086,CH03,92.84,555.4,4,58.2,23.21,0.0002
MKT000005383,2023-09-30,CMP00136,CH01,1628.26,1495.12,9,107.08,180.92,0.0007
MKT000005384,2023-04-09,CMP00272,CH05,1451.98,10129.44,48,125.87,30.25,0.0031
MKT000005390,2023-01-03,CMP00106,CH04,1552.57,11355.28,52,69.01,29.86,0.0083
MKT000005397,2023-12-20,CMP00027,CH02,163.36,3204.47,18,88.39,9.08,0.001
MKT000005399,2023-07-04,CMP00008,CH01,1506.88,7412.91,14,91.9,107.63,0.0009
MKT000005401,2023-03-22,CMP00011,CH02,80.0,590.7,6,77.78,13.33,0.0005
MKT000005408,2023-10-27,CMP00088,CH01,943.04,8124.68,54,105.56,17.46,0.0111
MKT000005409,2023-03-08,CMP00042,CH04,10226.91,54664.39,184,63.16,55.58,0.0153
MKT000005411,2023-09-17,CMP00184,CH04,551.92,5249.36,28,110.54,19.71,0.0049
MKT000005415,2023-06-30,CMP00042,CH04,673.76,2772.84,10,68.15,67.38,0.0029
MKT000005420,2023-08-26,CMP00262,CH06,273.99,1157.9,8,100.04,34.25,0.0005
MKT000005421,2023-08-28,CMP00079,CH04,2252.49,12641.38,60,108.96,37.54,0.0093
MKT000005424,2023-12-03,CMP00240,CH03,278.06,4174.92,29,82.01,9.59,0.0018
MKT000005427,2023-10-24,CMP00168,CH01,518.95,4148.08,14,67.36,37.07,0.0012
MKT000005430,2023-10-17,CMP00255,CH03,324.8,1855.75,8,81.6,40.6,0.0006
MKT000005431,2023-01-04,CMP00003,CH03,436.69,6131.12,50,74.05,8.73,0.0037
MKT000005432,2023-02-17,CMP00085,CH01,746.79,5418.68,29,87.06,25.75,0.0025
MKT000005441,2023-04-17,CMP00003,CH03,108.65,631.37,2,55.56,54.32,0.0002
MKT000005449,2023-11-14,CMP00238,CH04,2751.22,10840.68,30,75.59,91.71,0.002
MKT000005453,2023-12-26,CMP00140,CH01,3050.28,16208.91,55,103.06,55.46,0.0041
MKT000005455,2023-11-01,CMP00166,CH02,1092.79,2545.09,19,51.22,57.52,0.0017
MKT000005461,2023-08-01,CMP00090,CH03,236.17,1800.15,9,73.98,26.24,0.0007
MKT000005462,2023-02-14,CMP00129,CH04,1852.26,2981.19,14,112.42,132.3,0.0011
MKT000005464,2023-06-03,CMP00184,CH04,256.44,1045.63,9,76.43,28.49,0.0093
MKT000005487,2023-03-13,CMP00184,CH04,339.73,1286.95,9,105.02,37.75,0.0006
MKT000005489,2023-11-07,CMP00270,CH01,898.18,3271.08,8,97.13,112.27,0.0013
MKT000005490,2023-03-10,CMP00213,CH02,296.73,1983.88,9,87.55,32.97,0.0007
MKT000005495,2023-10-06,CMP00239,CH04,1080.38,7376.34,26,57.25,41.55,0.0036
MKT000005496,2023-12-29,CMP00131,CH04,2327.07,552.69,4,111.53,581.77,0.0005
MKT000005503,2023-03-29,CMP00101,CH05,878.53,4060.38,12,79.79,73.21,0.001
MKT000005507,2023-01-22,CMP00020,CH04,1964.22,10211.44,68,57.95,28.89,0.0038
MKT000005508,2023-07-08,CMP00062,CH02,370.19,1294.6,5,109.4,74.04,0.0005
MKT000005510,2023-12-16,CMP00212,CH01,3131.2,22747.15,126,93.56,24.85,0.0135
MKT000005511,2023-12-15,CMP00171,CH04,1222.75,5506.62,15,66.05,81.52,0.0061
MKT000005513,2023-09-29,CMP00053,CH04,483.53,1354.67,3,106.06,161.18,0.0011
MKT000005514,2023-03-12,CMP00075,CH01,1072.18,6720.69,34,100.59,31.53,0.002
MKT000005518,2023-07-09,CMP00065,CH03,460.23,3392.61,17,55.61,27.07,0.0012
MKT000005520,2023-11-26,CMP00194,CH05,3470.93,12915.76,77,77.44,45.08,0.0295
MKT000005526,2023-03-28,CMP00244,CH03,279.6,2818.68,21,89.28,13.31,0.0129
MKT000005527,2023-02-10,CMP00173,CH05,1097.09,9032.85,41,98.95,26.76,0.0024
MKT000005528,2023-04-24,CMP00165,CH01,652.01,6068.01,19,79.56,34.32,0.0031
MKT000005532,2023-06-09,CMP00027,CH02,84.03,422.54,4,73.65,21.01,0.0004
MKT000005539,2023-08-01,CMP00002,CH04,1630.0,8815.21,45,53.83,36.22,0.0025
MKT000005540,2023-04-10,CMP00115,CH01,3664.37,31718.8,152,76.64,24.11,0.0095
MKT000005541,2023-12-13,CMP00149,CH01,1197.38,5248.93,23,102.74,52.06,0.0015
MKT000005544,2023-11-15,CMP00120,CH04,3197.69,8872.81,26,91.51,122.99,0.0016
MKT000005549,2023-08-28,CMP00083,CH05,1403.74,2218.49,9,74.68,155.97,0.0021
MKT000005560,2023-04-27,CMP00042,CH04,1002.24,2225.89,17,81.03,58.96,0.0077
MKT000005564,2023-09-02,CMP00137,CH03,422.55,2848.49,18,92.65,23.48,0.0025
MKT000005565,2023-09-14,CMP00095,CH02,221.76,3330.79,14,44.29,15.84,0.0013
MKT000005567,2023-11-29,CMP00243,CH03,2525.7,11888.16,95,67.01,26.59,0.0101
MKT000005569,2023-11-13,CMP00252,CH04,1147.43,4352.14,17,66.99,67.5,0.0074
MKT000005571,2023-11-12,CMP00155,CH03,372.17,4910.2,51,131.97,7.3,0.0055
MKT000005573,2023-05-17,CMP00267,CH05,1505.92,9108.88,37,92.36,40.7,0.0407
MKT000005578,2023-12-20,CMP00200,CH03,515.08,7901.52,42,104.27,12.26,0.0059
MKT000005582,2023-07-24,CMP00107,CH05,2056.29,16460.01,77,107.28,26.71,0.0111
MKT000005600,2023-06-23,CMP00255,CH03,443.43,2578.89,15,78.79,29.56,0.0014
MKT000005601,2023-01-23,CMP00122,CH06,1109.56,4456.83,25,94.89,44.38,0.0019
MKT000005603,2023-05-31,CMP00094,CH01,1194.5,3770.73,15,62.23,79.63,0.0049
MKT000005606,2023-11-19,CMP00244,CH03,1218.12,10303.38,60,48.46,20.3,0.0033
MKT000005608,2023-10-24,CMP00107,CH05,961.9,4648.67,16,91.03,60.12,0.0009
MKT000005611,2023-10-01,CMP00188,CH06,638.43,2746.55,11,59.29,58.04,0.0006
MKT000005612,2023-06-22,CMP00187,CH04,2027.34,7374.4,26,94.62,77.97,0.0079
MKT000005615,2023-06-27,CMP00002,CH04,2219.58,19758.86,90,105.1,24.66,0.0065
MKT000005623,2023-01-06,CMP00085,CH01,3312.62,14075.4,46,106.7,72.01,0.0068
MKT000005627,2023-11-16,CMP00136,CH01,1408.03,3613.47,18,89.68,78.22,0.0017
MKT000005629,2023-07-04,CMP00222,CH06,500.96,3011.22,2,61.16,250.48,0.0002
MKT000005631,2023-07-07,CMP00115,CH01,1523.03,10073.76,42,86.58,36.26,0.0025
MKT000005635,2023-08-25,CMP00049,CH01,2241.45,7716.11,36,104.82,62.26,0.0032
MKT000005636,2023-06-01,CMP00032,CH04,1110.43,2164.34,7,108.1,158.63,0.0005
MKT000005637,2023-04-24,CMP00173,CH05,1623.18,9649.93,57,86.77,28.48,0.0042
MKT000005644,2023-03-19,CMP00088,CH01,383.79,2666.74,18,60.23,21.32,0.0018
MKT000005652,2023-05-16,CMP00188,CH06,1658.33,3684.87,29,79.81,57.18,0.0042
MKT000005655,2023-02-14,CMP00232,CH06,1392.29,5467.2,34,89.57,40.95,0.0032
MKT000005659,2023-06-22,CMP00093,CH06,1727.83,8280.31,31,105.37,55.74,0.0036
MKT000005660,2023-09-10,CMP00057,CH05,2581.21,19547.47,109,114.83,23.68,0.0145
MKT000005664,2023-11-30,CMP00204,CH04,1495.27,9511.33,41,101.75,36.47,0.0035
MKT000005666,2023-06-04,CMP00012,CH04,853.36,936.23,6,54.98,142.23,0.0008
MKT000005667,2023-12-30,CMP00020,CH04,2274.54,1651.59,3,74.69,758.18,0.0002
MKT000005683,2023-09-16,CMP00256,CH06,1793.04,8455.14,34,66.22,52.74,0.002
MKT000005687,2023-07-17,CMP00236,CH05,4966.43,20710.71,115,92.61,43.19,0.0122
MKT000005690,2023-03-14,CMP00267,CH05,327.7,3675.7,12,127.65,27.31,0.0008
MKT000005692,2023-09-25,CMP00246,CH03,313.09,3347.15,24,63.75,13.05,0.0015
MKT000005696,2023-06-30,CMP00096,CH03,151.5,1720.26,9,88.17,16.83,0.0006
MKT000005700,2023-07-05,CMP00090,CH03,947.24,12171.14,128,82.84,7.4,0.0077
MKT000005702,2023-11-28,CMP00100,CH01,1750.62,11815.54,50,49.73,35.01,0.0052
MKT000005703,2023-02-21,CMP00143,CH04,1532.03,9954.45,44,93.51,34.82,0.0032
MKT000005711,2023-04-30,CMP00226,CH02,166.37,2349.9,20,70.17,8.32,0.0151
MKT000005712,2023-07-22,CMP00265,CH01,1992.38,10105.11,34,92.84,58.6,0.0057
MKT000005716,2023-05-17,CMP00229,CH04,1505.24,6579.07,29,66.51,51.9,0.003
MKT000005719,2023-09-20,CMP00140,CH01,1458.67,5561.1,15,91.37,97.24,0.0014
MKT000005721,2023-01-27,CMP00068,CH01,458.23,1678.47,3,124.0,152.74,0.0002
MKT000005722,2023-03-09,CMP00169,CH03,338.46,2201.38,15,78.58,22.56,0.0016
MKT000005724,2023-02-25,CMP00148,CH02,1768.19,21811.78,90,96.67,19.65,0.0129
MKT000005731,2023-04-26,CMP00023,CH05,626.85,3466.5,15,83.09,41.79,0.0014
MKT000005734,2023-05-04,CMP00009,CH04,2931.91,12276.48,75,61.28,39.09,0.0216
MKT000005735,2023-04-30,CMP00248,CH01,728.87,5545.35,27,79.38,27.0,0.0018
MKT000005736,2023-07-17,CMP00154,CH01,2365.76,23805.12,111,85.63,21.31,0.034
MKT000005741,2023-07-24,CMP00116,CH04,829.92,4772.29,11,105.57,75.45,0.0018
MKT000005744,2023-02-17,CMP00240,CH03,330.32,2103.87,17,78.9,19.43,0.0014
MKT000005748,2023-12-24,CMP00229,CH04,2050.94,9644.84,45,88.69,45.58,0.0046
MKT000005752,2023-02-07,CMP00238,CH04,852.01,2292.11,9,92.99,94.67,0.0006
MKT000005753,2023-10-19,CMP00243,CH03,607.71,772.04,8,69.32,75.96,0.001
MKT000005755,2023-08-03,CMP00181,CH01,767.06,3746.65,11,72.64,69.73,0.0018
MKT000005759,2023-08-16,CMP00201,CH02,97.1,1276.91,7,129.86,13.87,0.0015
MKT000005765,2023-02-06,CMP00240,CH03,1289.9,9621.18,47,99.85,27.44,0.0051
MKT000005766,2023-07-17,CMP00239,CH04,3980.98,31814.38,181,65.24,21.99,0.08
MKT000005770,2023-07-28,CMP00106,CH04,2374.57,13278.63,78,84.14,30.44,0.0089
MKT000005790,2023-03-05,CMP00200,CH03,382.95,2505.84,10,91.87,38.3,0.0015
MKT000005792,2023-11-09,CMP00269,CH01,795.32,4941.73,15,108.77,53.02,0.0011
MKT000005793,2023-11-28,CMP00185,CH02,682.38,7731.26,43,90.36,15.87,0.0192
MKT000005799,2023-12-30,CMP00146,CH01,950.41,6772.66,30,61.15,31.68,0.0026
MKT000005801,2023-06-05,CMP00114,CH05,2332.97,16125.26,81,49.42,28.8,0.0127
MKT000005803,2023-12-18,CMP00274,CH01,2910.71,18447.1,75,83.37,38.81,0.0104
MKT000005804,2023-06-21,CMP00075,CH01,1030.55,4965.66,22,65.33,46.84,0.0021
MKT000005807,2023-03-08,CMP00032,CH04,289.96,878.75,2,40.23,144.98,0.0001
MKT000005808,2023-03-18,CMP00089,CH03,470.58,3923.61,26,101.51,18.1,0.0021
MKT000005812,2023-08-26,CMP00274,CH01,397.59,2256.59,11,97.71,36.14,0.006
MKT000005814,2023-12-05,CMP00146,CH01,380.2,3321.44,19,66.83,20.01,0.0035
MKT000005815,2023-09-02,CMP00190,CH06,6185.0,19493.04,65,82.85,95.15,0.0139
MKT000005816,2023-05-26,CMP00037,CH05,867.1,9897.2,39,59.33,22.23,0.0023
MKT000005817,2023-09-16,CMP00128,CH05,1812.34,5367.38,30,90.21,60.41,0.0021
MKT000005825,2023-11-19,CMP00135,CH02,1008.53,18708.77,83,103.83,12.15,0.0068
MKT000005828,2023-10-08,CMP00171,CH04,1484.52,5174.67,28,70.69,53.02,0.005
MKT000005830,2023-11-24,CMP00156,CH06,676.55,1275.33,0,89.16,676.55,0.0001
MKT000005833,2023-08-23,CMP00270,CH01,706.6,4097.78,23,70.06,30.72,0.0049
MKT000005838,2023-08-25,CMP00175,CH05,1037.26,6533.86,28,61.27,37.04,0.0082
MKT000005843,2023-05-14,CMP00201,CH02,119.85,1190.31,7,68.53,17.12,0.0004
MKT000005847,2023-06-13,CMP00061,CH01,3696.3,9519.03,53,109.68,69.74,0.0043
MKT000005848,2023-03-06,CMP00026,CH02,280.28,1790.07,4,61.88,70.07,0.0003
MKT000005850,2023-12-02,CMP00186,CH04,1197.46,3912.2,14,85.12,85.53,0.0019
MKT000005853,2023-06-14,CMP00002,CH04,1248.02,2792.44,6,80.43,208.0,0.0007
MKT000005854,2023-07-11,CMP00230,CH01,1816.66,5059.4,26,93.6,69.87,0.0037
MKT000005860,2023-08-26,CMP00063,CH02,80.0,625.78,3,92.75,26.67,0.0024
MKT000005863,2023-12-09,CMP00060,CH02,239.65,4953.04,16,85.99,14.98,0.0022
MKT000005867,2023-04-14,CMP00066,CH04,922.34,3964.13,19,59.95,48.54,0.0011
MKT000005868,2023-10-14,CMP00071,CH04,948.99,2936.66,12,134.99,79.08,0.001
MKT000005869,2023-11-26,CMP00053,CH04,4554.98,12565.39,58,100.44,78.53,0.0074
MKT000005870,2023-12-31,CMP00200,CH03,3539.49,22853.0,117,104.44,30.25,0.0075
MKT000005871,2023-02-07,CMP00120,CH04,728.65,903.8,3,62.95,242.88,0.0002
MKT000005875,2023-03-21,CMP00256,CH06,1281.6,5296.14,21,89.15,61.03,0.0016
MKT000005878,2023-12-18,CMP00005,CH06,4201.31,14141.29,66,87.86,63.66,0.0044
MKT000005879,2023-05-09,CMP00269,CH01,1538.94,7692.23,38,112.67,40.5,0.0075
MKT000005885,2023-03-07,CMP00036,CH03,564.51,4340.01,24,64.59,23.52,0.0017
MKT000005887,2023-03-06,CMP00019,CH03,586.85,3619.99,18,105.35,32.6,0.0014
MKT000005889,2023-02-20,CMP00221,CH04,520.81,628.46,3,58.29,173.6,0.0002
MKT000005892,2023-02-15,CMP00132,CH04,1827.32,6926.77,26,80.1,70.28,0.0019
MKT000005893,2023-02-06,CMP00066,CH04,1130.91,4301.27,10,81.1,113.09,0.001
MKT000005900,2023-09-18,CMP00205,CH03,80.0,1102.87,9,72.46,8.89,0.0005
MKT000005908,2023-09-25,CMP00187,CH04,1144.3,3058.31,13,56.89,88.02,0.001
MKT000005923,2023-08-28,CMP00255,CH03,1642.68,7356.72,59,100.31,27.84,0.0106
MKT000005925,2023-10-25,CMP00056,CH04,5302.29,39398.02,196,101.68,27.05,0.0241
MKT000005935,2023-03-21,CMP00089,CH03,806.87,6997.48,40,83.9,20.17,0.0024
MKT000005944,2023-10-04,CMP00036,CH03,1341.16,11785.89,80,81.72,16.76,0.0243
MKT000005945,2023-02-03,CMP00269,CH01,1625.05,10582.72,63,115.26,25.79,0.0036
MKT000005950,2023-02-10,CMP00152,CH01,496.37,1918.58,10,84.42,49.64,0.0011
MKT000005954,2023-03-21,CMP00071,CH04,810.45,3876.27,11,97.86,73.68,0.0013
MKT000005957,2023-06-07,CMP00179,CH02,316.67,4650.44,20,76.49,15.83,0.0125
MKT000005963,2023-05-06,CMP00184,CH04,670.06,3096.83,9,99.24,74.45,0.0005
MKT000005964,2023-03-25,CMP00082,CH06,1723.79,1010.83,3,81.23,574.6,0.0003
MKT000005965,2023-12-22,CMP00133,CH03,883.61,5648.09,41,80.74,21.55,0.0061
MKT000005970,2023-08-24,CMP00080,CH01,2432.89,13927.66,67,105.63,36.31,0.0038
MKT000005977,2023-05-01,CMP00213,CH02,483.54,3487.98,15,109.09,32.24,0.0022
MKT000005978,2023-04-19,CMP00154,CH01,788.18,5153.42,22,51.78,35.83,0.0127
MKT000005981,2023-02-03,CMP00147,CH01,1827.44,8032.07,31,71.92,58.95,0.0071
MKT000005982,2023-06-05,CMP00169,CH03,880.04,6774.97,44,80.59,20.0,0.0178
MKT000005984,2023-02-21,CMP00076,CH02,106.6,1030.42,1,101.8,106.6,0.0002
MKT000005985,2023-05-04,CMP00236,CH05,762.07,4168.28,17,61.87,44.83,0.0013
MKT000005986,2023-07-05,CMP00007,CH03,642.95,5265.96,38,88.48,16.92,0.0031
MKT000005989,2023-11-05,CMP00035,CH01,1977.25,3284.37,8,93.75,247.16,0.0025
MKT000005994,2023-03-10,CMP00187,CH04,1115.27,2812.54,15,90.09,74.35,0.0015
MKT000006003,2023-11-05,CMP00242,CH06,1657.29,2966.8,14,74.34,118.38,0.0066
MKT000006013,2023-04-12,CMP00238,CH04,778.44,1825.87,9,76.04,86.49,0.0005
MKT000006015,2023-08-01,CMP00235,CH06,557.22,1007.02,5,98.4,111.44,0.0004
MKT000006017,2023-07-21,CMP00093,CH06,664.29,4214.66,10,80.83,66.43,0.0006
