SpendID,SpendDate,CampaignID,ChannelID,AdSpend,AttributedRevenue,Conversions,AvgOrderValue,CPA,ConversionRate
MKT000005476,2022-12-24,CMP00246,CH03,1538.69,8784.83,55,115.33,27.98,0.0217
MKT000005477,2021-08-02,CMP00274,CH01,2307.82,11987.45,71,64.82,32.5,0.0049
MKT000005478,2021-06-06,CMP00233,CH01,1021.12,7514.24,28,68.51,36.47,0.002
MKT000005479,2022-02-06,CMP00045,CH05,2832.74,29493.71,116,120.13,24.42,0.0092
MKT000005480,2022-09-04,CMP00201,CH02,180.59,732.57,6,66.7,30.1,0.003
MKT000005481,2022-07-01,CMP00186,CH04,5373.44,30801.16,188,98.27,28.58,0.0155
MKT000005482,2021-01-31,CMP00267,CH05,547.32,1087.44,5,71.35,109.46,0.0005
MKT000005483,2021-01-11,CMP00159,CH02,98.48,2198.44,10,69.98,9.85,0.0008
MKT000005484,2022-12-20,CMP00052,CH04,634.85,2911.69,17,83.39,37.34,0.001
MKT000005486,2021-12-03,CMP00055,CH03,2830.12,28400.26,162,49.95,17.47,0.0148
MKT000005488,2022-11-21,CMP00274,CH01,1869.19,9232.74,44,79.79,42.48,0.0098
MKT000005491,2021-08-21,CMP00116,CH04,2535.47,6638.81,32,85.75,79.23,0.0045
MKT000005492,2021-12-19,CMP00077,CH01,1694.34,8921.38,41,55.44,41.33,0.006
MKT000005493,2022-02-05,CMP00272,CH05,2603.3,11058.76,51,73.49,51.05,0.0043
MKT000005494,2022-04-02,CMP00215,CH04,1121.83,1854.33,7,88.18,160.26,0.0025
MKT000005497,2022-10-17,CMP00031,CH03,510.43,1718.18,9,85.51,56.71,0.0014
MKT000005498,2021-11-09,CMP00200,CH03,3085.73,28644.04,260,60.05,11.87,0.0397
MKT000005499,2021-01-18,CMP00085,CH01,1009.2,5924.85,30,94.89,33.64,0.0071
MKT000005502,2021-11-15,CMP00042,CH04,2110.09,9155.27,43,52.95,49.07,0.0033
MKT000005505,2021-04-17,CMP00276,CH05,2289.08,13961.45,71,86.98,32.24,0.0632
MKT000005506,2022-09-12,CMP00199,CH04,1518.43,6540.46,28,65.31,54.23,0.0027
MKT000005515,2021-05-23,CMP00186,CH04,2421.37,12072.8,54,85.54,44.84,0.0066
MKT000005516,2022-11-20,CMP00074,CH01,1081.93,8710.51,25,80.52,43.28,0.0053
MKT000005519,2021-04-13,CMP00026,CH02,81.72,1658.59,6,31.95,13.62,0.0017
MKT000005521,2021-01-09,CMP00253,CH02,90.62,988.93,3,84.61,30.21,0.0002
MKT000005522,2022-07-16,CMP00100,CH01,2274.91,5601.94,27,78.1,84.26,0.0213
MKT000005523,2021-09-01,CMP00135,CH02,90.18,489.06,1,89.63,90.18,0.0001
MKT000005529,2022-01-08,CMP00152,CH01,1453.15,11603.07,53,72.13,27.42,0.0091
MKT000005530,2022-06-07,CMP00169,CH03,1944.78,10197.09,57,78.45,34.12,0.0063
MKT000005531,2021-12-20,CMP00183,CH02,471.61,1204.8,3,111.72,157.2,0.0002
MKT000005533,2021-01-05,CMP00042,CH04,1141.92,4466.15,15,78.58,76.13,0.0009
MKT000005535,2022-06-10,CMP00174,CH05,2179.3,6107.6,31,74.86,70.3,0.0024
MKT000005536,2022-09-19,CMP00055,CH03,437.02,2097.46,9,82.03,48.56,0.0082
MKT000005537,2022-07-25,CMP00065,CH03,780.45,3112.74,18,95.99,43.36,0.0013
MKT000005538,2021-01-29,CMP00026,CH02,604.71,6108.98,25,98.33,24.19,0.0032
MKT000005542,2022-11-14,CMP00168,CH01,2269.73,7333.92,41,76.78,55.36,0.0159
MKT000005543,2022-07-09,CMP00153,CH03,1063.85,5491.93,37,94.57,28.75,0.008
MKT000005546,2021-02-24,CMP00063,CH02,1040.74,10979.87,49,53.01,21.24,0.0231
MKT000005548,2021-04-26,CMP00218,CH01,2004.71,11105.49,46,64.77,43.58,0.0069
MKT000005550,2021-03-16,CMP00232,CH06,2080.07,3111.6,8,76.33,260.01,0.0006
MKT000005551,2022-05-01,CMP00003,CH03,799.68,8306.82,43,74.16,18.6,0.0334
MKT000005553,2022-06-10,CMP00263,CH04,293.74,532.65,3,48.98,97.91,0.0003
MKT000005554,2022-03-03,CMP00238,CH04,2628.48,4056.18,15,89.2,175.23,0.0013
MKT000005555,2022-11-03,CMP00085,CH01,2015.04,8059.14,31,51.76,65.0,0.0025
MKT000005556,2022-11-13,CMP00124,CH01,1572.94,5903.14,23,87.97,68.39,0.002
MKT000005557,2021-10-20,CMP00236,CH05,1853.42,5321.56,24,70.9,77.23,0.0153
MKT000005559,2022-07-23,CMP00217,CH01,1191.11,9390.28,31,89.54,38.42,0.0031
MKT000005561,2021-03-27,CMP00111,CH05,2557.04,10035.61,34,63.24,75.21,0.0026
MKT000005563,2022-03-29,CMP00216,CH03,408.4,3213.84,22,82.63,18.56,0.0025
MKT000005566,2022-06-12,CMP00235,CH06,182.22,300.4,0,89.7,182.22,0.0001
MKT000005568,2021-06-18,CMP00158,CH06,1390.72,8669.1,35,86.9,39.73,0.0043
MKT000005570,2022-06-22,CMP00106,CH04,826.21,3386.96,9,93.71,91.8,0.0011
MKT000005572,2022-03-11,CMP00056,CH04,689.92,5015.69,14,73.98,49.28,0.0015
MKT000005574,2021-01-11,CMP00241,CH05,420.06,3499.99,7,77.73,60.01,0.0005
MKT000005575,2022-12-15,CMP00084,CH04,3327.53,15264.68,63,56.75,52.82,0.0042
MKT000005576,2022-11-05,CMP00091,CH06,2061.74,6818.4,29,107.05,71.09,0.0026
MKT000005577,2022-08-05,CMP00120,CH04,2535.45,7739.36,21,103.14,120.74,0.0014
MKT000005579,2022-11-17,CMP00010,CH01,2983.03,13233.59,45,109.6,66.29,0.0033
MKT000005580,2021-07-27,CMP00278,CH01,520.57,1420.31,7,83.45,74.37,0.0004
MKT000005581,2022-04-29,CMP00117,CH02,168.24,2415.78,10,58.62,16.82,0.001
MKT000005584,2022-12-21,CMP00103,CH05,1075.58,9617.72,54,76.73,19.92,0.0351
MKT000005585,2022-05-03,CMP00021,CH01,702.77,2667.27,10,70.67,70.28,0.0009
MKT000005586,2022-07-13,CMP00167,CH03,743.27,5010.75,35,81.04,21.24,0.0023
MKT000005587,2021-11-23,CMP00280,CH01,2703.0,17346.77,71,77.84,38.07,0.0048
MKT000005590,2022-07-13,CMP00152,CH01,2158.67,2640.11,18,74.07,119.93,0.0011
MKT000005591,2021-05-02,CMP00139,CH03,2509.03,21168.98,105,57.32,23.9,0.0144
MKT000005592,2021-07-24,CMP00118,CH01,1288.13,7433.3,36,95.71,35.78,0.0021
MKT000005593,2021-11-14,CMP00167,CH03,361.16,2522.38,20,113.27,18.06,0.0126
MKT000005595,2021-12-13,CMP00158,CH06,2183.28,7985.55,36,56.1,60.65,0.0042
MKT000005596,2021-10-05,CMP00083,CH05,1763.13,8166.29,18,57.37,97.95,0.0019
MKT000005599,2022-11-23,CMP00256,CH06,1913.72,9641.74,34,100.68,56.29,0.0027
MKT000005602,2021-08-29,CMP00213,CH02,141.15,409.95,1,101.78,141.15,0.0002
MKT000005605,2021-09-30,CMP00238,CH04,3247.2,7036.67,31,63.74,104.75,0.0017
MKT000005607,2022-12-26,CMP00189,CH01,534.39,1342.5,6,77.01,89.07,0.0004
MKT000005609,2021-01-31,CMP00220,CH04,2274.86,11965.38,52,83.55,43.75,0.0033
MKT000005610,2021-04-22,CMP00202,CH03,1378.71,14838.18,81,78.31,17.02,0.014
MKT000005613,2022-08-31,CMP00066,CH04,1823.11,16443.1,64,82.26,28.49,0.031
MKT000005614,2021-10-24,CMP00047,CH05,1034.76,4859.02,20,61.68,51.74,0.0068
MKT000005616,2021-11-20,CMP00085,CH01,650.65,1689.66,3,64.93,216.88,0.0014
MKT000005617,2022-05-03,CMP00196,CH03,1455.54,11004.21,96,75.86,15.16,0.0345
MKT000005622,2022-02-27,CMP00157,CH01,1277.83,9053.14,39,87.52,32.76,0.0027
MKT000005625,2021-11-20,CMP00087,CH06,4851.84,19928.38,116,100.14,41.83,0.0145
MKT000005628,2021-04-20,CMP00280,CH01,3148.33,11994.47,71,117.34,44.34,0.0132
MKT000005632,2022-03-08,CMP00146,CH01,323.69,1327.33,9,96.84,35.97,0.0094
MKT000005633,2022-03-30,CMP00146,CH01,1681.4,16906.12,72,74.83,23.35,0.0174
MKT000005634,2021-12-21,CMP00079,CH04,2824.24,5575.59,31,111.91,91.1,0.0021
MKT000005638,2022-08-03,CMP00002,CH04,1242.05,6730.22,23,82.41,54.0,0.0041
MKT000005639,2022-07-26,CMP00277,CH01,788.45,3849.49,16,40.81,49.28,0.0017
MKT000005640,2022-02-08,CMP00014,CH03,837.01,8968.47,65,101.89,12.88,0.0044
MKT000005641,2021-03-29,CMP00187,CH04,1828.11,4088.45,19,70.48,96.22,0.0012
MKT000005643,2021-10-01,CMP00155,CH03,687.25,4510.01,35,76.42,19.64,0.0109
MKT000005645,2022-04-07,CMP00109,CH05,2175.0,10380.57,44,59.29,49.43,0.0093
MKT000005654,2021-06-01,CMP00102,CH02,123.09,1754.04,12,76.72,10.26,0.0011
MKT000005656,2022-01-29,CMP00157,CH01,1158.87,7437.0,20,97.73,57.94,0.0017
MKT000005658,2021-10-11,CMP00175,CH05,1347.2,5097.33,29,67.24,46.46,0.0268
MKT000005662,2021-10-06,CMP00265,CH01,1255.68,4159.1,20,95.3,62.78,0.0091
MKT000005663,2021-04-06,CMP00028,CH05,639.06,3731.29,15,81.76,42.6,0.0012
MKT000005665,2021-01-17,CMP00148,CH02,305.25,3482.62,19,57.6,16.07,0.0096
MKT000005668,2021-07-18,CMP00230,CH01,3078.16,20145.27,100,79.98,30.78,0.0133
MKT000005670,2022-04-08,CMP00277,CH01,1538.65,9386.42,44,93.08,34.97,0.0054
MKT000005672,2021-11-24,CMP00232,CH06,7591.01,13276.03,40,96.03,189.78,0.003
MKT000005673,2021-05-05,CMP00156,CH06,646.28,2573.86,12,89.05,53.86,0.0008
MKT000005676,2021-12-01,CMP00138,CH04,1190.71,5890.25,27,100.02,44.1,0.0062
MKT000005680,2021-04-27,CMP00198,CH04,3864.93,14881.36,51,75.03,75.78,0.045
MKT000005682,2022-07-07,CMP00166,CH02,158.03,1053.41,4,85.93,39.51,0.0011
MKT000005684,2022-06-26,CMP00170,CH02,199.47,907.04,4,77.02,49.87,0.0006
MKT000005685,2021-01-24,CMP00097,CH06,698.23,1921.0,7,101.76,99.75,0.0004
MKT000005689,2021-12-12,CMP00212,CH01,2862.15,6118.79,29,99.26,98.69,0.0287
MKT000005691,2022-07-08,CMP00201,CH02,143.37,239.51,1,96.56,143.37,0.0001
MKT000005693,2021-08-05,CMP00117,CH02,339.14,2873.01,17,82.0,19.95,0.0015
MKT000005697,2021-06-29,CMP00269,CH01,1266.03,7863.32,51,80.79,24.82,0.0115
MKT000005698,2022-03-08,CMP00199,CH04,1151.4,4536.92,26,84.27,44.28,0.0115
MKT000005701,2022-09-07,CMP00136,CH01,2223.52,5215.18,21,86.54,105.88,0.016
MKT000005704,2021-02-25,CMP00068,CH01,2508.7,21031.94,110,70.19,22.81,0.0071
MKT000005706,2022-03-31,CMP00050,CH01,1052.12,8589.06,42,63.28,25.05,0.0088
MKT000005707,2022-02-20,CMP00172,CH03,204.45,1247.39,2,90.19,102.22,0.0011
MKT000005708,2022-10-26,CMP00266,CH01,1099.41,4065.54,16,88.7,68.71,0.0015
MKT000005709,2021-12-31,CMP00060,CH02,100.35,762.06,6,83.39,16.73,0.0054
MKT000005713,2022-11-28,CMP00179,CH02,586.11,8975.99,43,82.48,13.63,0.0046
MKT000005714,2022-03-18,CMP00070,CH05,5606.81,25575.32,118,71.12,47.52,0.0075
MKT000005715,2022-04-20,CMP00007,CH03,587.38,4444.09,43,101.25,13.66,0.0191
MKT000005718,2022-11-16,CMP00095,CH02,257.02,1487.59,3,54.98,85.67,0.0002
MKT000005720,2021-01-05,CMP00098,CH03,562.83,5049.53,46,67.96,12.24,0.0034
MKT000005726,2022-01-31,CMP00269,CH01,4157.3,34277.05,144,96.37,28.87,0.0091
MKT000005727,2021-01-29,CMP00077,CH01,738.27,1787.59,9,80.59,82.03,0.0007
MKT000005728,2021-12-02,CMP00192,CH01,624.58,1589.14,8,87.41,78.07,0.0009
MKT000005729,2021-12-04,CMP00057,CH05,1389.01,6756.68,38,58.34,36.55,0.0024
MKT000005730,2021-01-01,CMP00239,CH04,2829.22,19635.57,68,86.18,41.61,0.0043
MKT000005732,2022-06-30,CMP00190,CH06,429.45,1089.56,3,113.52,143.15,0.0002
MKT000005739,2021-11-24,CMP00049,CH01,3376.89,10308.61,52,89.32,64.94,0.0076
MKT000005740,2022-12-30,CMP00153,CH03,3379.42,27153.84,171,117.23,19.76,0.0149
MKT000005743,2021-02-23,CMP00032,CH04,675.72,2482.08,15,126.23,45.05,0.0012
MKT000005745,2021-04-22,CMP00280,CH01,1478.29,8345.25,55,73.84,26.88,0.012
MKT000005746,2022-04-28,CMP00190,CH06,523.5,2357.65,8,96.88,65.44,0.0006
MKT000005747,2022-05-11,CMP00022,CH03,554.53,2242.9,14,79.33,39.61,0.0011
MKT000005751,2022-08-10,CMP00261,CH03,517.55,3411.54,18,43.78,28.75,0.0028
MKT000005754,2021-01-10,CMP00203,CH02,95.58,786.16,4,89.75,23.89,0.0003
MKT000005756,2022-08-30,CMP00146,CH01,1588.57,1399.21,9,104.09,176.51,0.0014
MKT000005757,2021-07-10,CMP00261,CH03,565.53,2819.19,18,86.15,31.42,0.0082
MKT000005758,2021-10-03,CMP00250,CH03,340.46,1230.51,15,44.98,22.7,0.0029
MKT000005760,2022-03-21,CMP00141,CH05,5355.37,18389.97,110,80.82,48.69,0.0084
MKT000005761,2021-12-04,CMP00109,CH05,2755.28,17690.83,77,74.46,35.78,0.0187
MKT000005762,2022-02-15,CMP00239,CH04,2675.55,8189.8,43,128.25,62.22,0.0035
MKT000005763,2021-12-10,CMP00062,CH02,730.79,5657.31,21,111.43,34.8,0.0154
MKT000005764,2021-05-09,CMP00202,CH03,2254.72,23697.81,150,66.33,15.03,0.0128
MKT000005767,2021-12-06,CMP00213,CH02,99.82,617.32,2,100.8,49.91,0.0002
MKT000005768,2022-09-18,CMP00242,CH06,941.78,1516.84,8,80.55,117.72,0.0007
MKT000005769,2021-09-26,CMP00104,CH01,5052.45,13022.05,52,83.03,97.16,0.0047
MKT000005772,2021-10-19,CMP00121,CH05,627.96,1967.38,16,95.66,39.25,0.0022
MKT000005773,2022-02-26,CMP00100,CH01,736.08,5728.14,29,81.02,25.38,0.002
MKT000005774,2021-02-10,CMP00152,CH01,879.18,5472.95,19,94.0,46.27,0.0025
MKT000005775,2022-06-25,CMP00030,CH02,80.0,1309.15,2,64.79,40.0,0.0002
MKT000005780,2021-01-26,CMP00016,CH01,2121.45,11721.79,72,79.32,29.46,0.0081
MKT000005781,2022-04-28,CMP00163,CH04,1503.74,10613.03,48,56.36,31.33,0.0096
MKT000005785,2022-10-01,CMP00246,CH03,410.16,1272.55,15,100.86,27.34,0.0081
MKT000005787,2021-10-15,CMP00183,CH02,210.15,1774.24,4,50.03,52.54,0.0007
MKT000005788,2022-04-06,CMP00052,CH04,5401.97,45881.72,220,97.65,24.55,0.0199
MKT000005789,2022-05-13,CMP00178,CH01,1234.35,10871.53,52,77.66,23.74,0.0097
MKT000005791,2022-05-01,CMP00009,CH04,4525.42,20675.18,96,65.42,47.14,0.0217
MKT000005794,2021-09-07,CMP00186,CH04,1716.88,4744.94,14,73.01,122.63,0.0082
MKT000005796,2022-07-31,CMP00009,CH04,1653.64,1740.71,6,93.49,275.61,0.0056
MKT000005797,2021-02-01,CMP00205,CH03,439.96,3058.93,21,56.55,20.95,0.0018
MKT000005798,2022-09-16,CMP00270,CH01,435.45,1965.24,9,90.19,48.38,0.004
MKT000005805,2021-03-11,CMP00073,CH01,554.34,3020.31,14,69.92,39.6,0.0021
MKT000005806,2021-07-02,CMP00172,CH03,626.27,6817.31,43,83.36,14.56,0.0026
MKT000005809,2022-04-30,CMP00054,CH05,651.92,2778.14,12,103.06,54.33,0.0022
MKT000005810,2021-11-29,CMP00121,CH05,745.34,1106.99,4,72.26,186.33,0.0008
MKT000005811,2022-10-18,CMP00018,CH01,730.19,5834.37,26,85.97,28.08,0.0041
MKT000005818,2022-04-22,CMP00049,CH01,745.82,3126.7,23,80.38,32.43,0.0014
MKT000005820,2021-06-22,CMP00212,CH01,776.07,2409.23,14,78.34,55.43,0.0013
MKT000005821,2022-07-18,CMP00189,CH01,846.85,3511.17,23,55.22,36.82,0.0027
MKT000005822,2021-10-27,CMP00048,CH06,1876.38,9768.11,33,69.72,56.86,0.0024
MKT000005823,2022-11-11,CMP00050,CH01,3466.98,13451.13,65,69.46,53.34,0.005
MKT000005826,2021-11-08,CMP00044,CH03,173.74,792.51,3,67.32,57.91,0.0002
MKT000005827,2022-09-13,CMP00242,CH06,4007.14,8156.06,15,81.48,267.14,0.001
MKT000005829,2021-04-30,CMP00016,CH01,530.12,645.83,2,79.29,265.06,0.0002
MKT000005831,2022-09-17,CMP00136,CH01,1144.1,5375.25,23,72.18,49.74,0.0017
MKT000005834,2022-10-05,CMP00066,CH04,1635.68,6949.71,34,74.34,48.11,0.0054
MKT000005836,2022-09-02,CMP00161,CH01,1028.26,2443.42,15,88.46,68.55,0.0014
MKT000005837,2021-04-26,CMP00255,CH03,922.98,6400.87,47,78.16,19.64,0.0031
MKT000005839,2022-12-17,CMP00162,CH01,1855.78,11284.4,63,82.86,29.46,0.009
MKT000005842,2022-09-05,CMP00209,CH04,1350.84,6884.11,30,108.96,45.03,0.0021
MKT000005844,2021-03-05,CMP00014,CH03,299.2,1825.76,19,76.27,15.75,0.0021
MKT000005845,2022-01-27,CMP00161,CH01,3072.0,11047.8,57,44.41,53.89,0.0093
MKT000005855,2021-06-14,CMP00209,CH04,2809.86,7172.94,28,72.06,100.35,0.0024
MKT000005857,2021-12-13,CMP00271,CH03,559.19,3128.82,14,71.29,39.94,0.001
MKT000005859,2022-05-30,CMP00193,CH01,1273.48,3713.75,15,69.72,84.9,0.0014
MKT000005861,2021-09-30,CMP00211,CH01,2740.04,2811.91,8,66.3,342.51,0.0005
MKT000005862,2022-08-25,CMP00166,CH02,261.53,1720.59,7,96.68,37.36,0.0004
MKT000005864,2021-06-18,CMP00256,CH06,1059.37,2684.46,18,96.47,58.85,0.0011
MKT000005865,2022-12-22,CMP00249,CH02,435.17,4501.55,26,111.91,16.74,0.0039
MKT000005866,2022-03-28,CMP00046,CH05,3001.64,13267.51,71,71.07,42.28,0.0084
MKT000005874,2021-07-13,CMP00124,CH01,3930.89,28752.9,135,76.99,29.12,0.0431
MKT000005877,2022-12-14,CMP00241,CH05,5699.09,35775.97,116,57.13,49.13,0.0082
MKT000005880,2021-07-12,CMP00249,CH02,721.63,3737.8,6,92.08,120.27,0.0004
MKT000005881,2022-07-21,CMP00274,CH01,6327.88,26787.86,115,64.94,55.03,0.0083
MKT000005883,2022-02-27,CMP00274,CH01,1113.82,9420.51,21,77.66,53.04,0.0056
MKT000005886,2022-04-07,CMP00039,CH04,1070.69,8574.83,40,86.46,26.77,0.0024
MKT000005888,2022-08-13,CMP00255,CH03,191.29,1568.35,11,103.92,17.39,0.0007
MKT000005890,2021-12-07,CMP00049,CH01,3025.9,12569.53,62,79.91,48.8,0.0036
MKT000005891,2021-01-28,CMP00098,CH03,711.02,4442.67,33,63.6,21.55,0.0032
MKT000005895,2022-09-04,CMP00111,CH05,1499.37,6572.33,28,94.62,53.55,0.0073
MKT000005896,2021-09-02,CMP00271,CH03,303.43,1436.05,7,87.21,43.35,0.0004
MKT000005897,2021-12-03,CMP00098,CH03,304.48,1315.26,11,69.45,27.68,0.0034
MKT000005898,2022-12-31,CMP00158,CH06,4537.55,14388.99,59,90.38,76.91,0.0044
MKT000005899,2022-04-06,CMP00144,CH04,2504.14,6007.01,37,93.3,67.68,0.0089
MKT000005901,2021-06-14,CMP00006,CH04,756.34,5337.21,23,98.05,32.88,0.0041
MKT000005902,2022-06-12,CMP00018,CH01,2489.54,12644.16,33,100.17,75.44,0.0026
MKT000005907,2022-10-03,CMP00192,CH01,965.13,2344.12,11,79.39,87.74,0.0006
MKT000005909,2021-04-10,CMP00221,CH04,4232.63,6822.77,47,118.79,90.06,0.0139
MKT000005910,2021-12-10,CMP00136,CH01,1927.32,4896.15,25,69.21,77.09,0.002
MKT000005911,2021-05-22,CMP00163,CH04,1271.53,3631.72,21,71.91,60.55,0.0013
MKT000005912,2022-12-25,CMP00053,CH04,677.92,2922.83,16,72.54,42.37,0.0158
MKT000005914,2021-10-10,CMP00093,CH06,1313.96,3387.41,17,106.29,77.29,0.0031
MKT000005916,2021-10-04,CMP00073,CH01,2485.36,11255.64,35,94.28,71.01,0.0025
MKT000005919,2021-10-26,CMP00248,CH01,826.61,3647.68,15,73.36,55.11,0.0009
MKT000005920,2022-07-22,CMP00216,CH03,324.44,2472.57,19,43.97,17.08,0.0039
MKT000005921,2022-02-09,CMP00098,CH03,446.2,2949.37,26,84.44,17.16,0.0017
MKT000005922,2022-05-01,CMP00183,CH02,655.16,12952.16,60,94.29,10.92,0.0073
MKT000005924,2021-09-24,CMP00217,CH01,768.74,3486.2,9,87.98,85.42,0.0007
MKT000005926,2022-11-25,CMP00197,CH03,235.28,655.97,5,79.23,47.06,0.0005
MKT000005927,2022-11-20,CMP00118,CH01,2876.26,11574.08,48,75.11,59.92,0.0038
MKT000005928,2022-04-27,CMP00191,CH01,961.3,2755.35,17,99.42,56.55,0.0024
MKT000005929,2022-05-27,CMP00052,CH04,1162.36,6442.41,34,76.99,34.19,0.0158
MKT000005930,2021-08-16,CMP00102,CH02,265.17,1109.12,5,92.78,53.03,0.001
MKT000005931,2022-12-08,CMP00092,CH02,693.39,5707.68,31,61.99,22.37,0.0029
MKT000005932,2021-06-24,CMP00190,CH06,7747.45,25013.8,62,97.67,124.96,0.004
MKT000005934,2022-10-11,CMP00066,CH04,1000.54,3141.49,18,77.41,55.59,0.0011
MKT000005937,2021-12-14,CMP00036,CH03,445.78,4277.52,34,109.36,13.11,0.0142
MKT000005939,2022-01-29,CMP00166,CH02,217.79,1914.28,11,93.27,19.8,0.0007
MKT000005940,2022-06-29,CMP00139,CH03,806.12,4152.97,30,57.03,26.87,0.0054
MKT000005942,2021-11-11,CMP00044,CH03,602.42,4289.94,29,76.48,20.77,0.0084
MKT000005943,2021-09-01,CMP00232,CH06,1779.39,466.9,1,82.58,1779.39,0.0004
MKT000005946,2022-07-23,CMP00240,CH03,627.21,5295.88,29,87.8,21.63,0.0021
MKT000005947,2021-11-22,CMP00242,CH06,1770.2,6082.45,24,53.91,73.76,0.0015
MKT000005948,2021-01-06,CMP00007,CH03,265.75,2011.61,13,107.97,20.44,0.0015
MKT000005949,2021-09-17,CMP00135,CH02,148.14,1011.27,9,86.25,16.46,0.0013
MKT000005960,2021-10-24,CMP00212,CH01,1009.2,2924.61,8,101.0,126.15,0.0031
MKT000005962,2022-11-09,CMP00133,CH03,930.27,7030.42,47,74.72,19.79,0.0027
MKT000005968,2021-10-07,CMP00135,CH02,302.86,3777.11,10,63.21,30.29,0.0015
MKT000005969,2021-08-27,CMP00081,CH03,464.14,3446.94,18,96.65,25.79,0.0018
MKT000005971,2021-05-03,CMP00196,CH03,710.89,4586.78,27,82.79,26.33,0.0022
MKT000005973,2021-05-02,CMP00032,CH04,748.92,1194.12,8,100.32,93.62,0.0006
MKT000005975,2022-03-07,CMP00227,CH05,1063.89,8026.73,22,119.35,48.36,0.0017
MKT000005976,2021-02-22,CMP00130,CH04,1073.76,1651.78,6,91.42,178.96,0.0005
MKT000005979,2022-12-16,CMP00166,CH02,385.41,5188.53,23,91.13,16.76,0.0015
MKT000005983,2021-12-15,CMP00173,CH05,3470.6,5329.52,21,110.0,165.27,0.005
MKT000005987,2021-11-20,CMP00172,CH03,675.08,6889.16,52,38.73,12.98,0.0094
MKT000005988,2022-11-20,CMP00238,CH04,842.53,1496.04,15,97.46,56.17,0.0022
MKT000005990,2021-02-16,CMP00106,CH04,961.12,3309.43,19,55.81,50.59,0.012
MKT000005991,2021-12-11,CMP00020,CH04,1417.46,6627.81,32,76.27,44.3,0.0076
MKT000005995,2022-03-02,CMP00091,CH06,1523.88,2586.47,7,65.26,217.7,0.0008
MKT000005998,2021-01-04,CMP00108,CH01,2077.75,25835.84,100,82.81,20.78,0.0107
MKT000006000,2022-09-10,CMP00160,CH01,469.59,989.35,5,103.41,93.92,0.0006
MKT000006001,2022-11-23,CMP00177,CH04,1338.58,7620.8,28,105.13,47.81,0.0025
MKT000006002,2022-12-05,CMP00028,CH05,1125.69,7168.44,26,80.29,43.3,0.003
MKT000006004,2022-12-21,CMP00230,CH01,1853.03,11953.64,42,91.59,44.12,0.0365
MKT000006005,2022-12-07,CMP00177,CH04,2914.55,18432.34,82,72.9,35.54,0.0046
MKT000006007,2022-05-21,CMP00252,CH04,1601.52,3276.94,9,76.21,177.95,0.0006
MKT000006008,2021-05-25,CMP00086,CH03,2121.96,11483.59,90,67.61,23.58,0.0129
MKT000006009,2021-11-12,CMP00235,CH06,2778.98,6582.62,33,85.45,84.21,0.0021
MKT000006011,2022-04-27,CMP00243,CH03,617.39,4699.32,31,94.89,19.92,0.0066
MKT000006018,2022-01-19,CMP00209,CH04,2318.61,8197.84,21,99.92,110.41,0.0015
MKT000006020,2022-09-08,CMP00211,CH01,2379.05,14147.75,53,99.58,44.89,0.0053
MKT000006021,2021-11-02,CMP00041,CH06,4377.91,6406.47,19,65.93,230.42,0.0088
MKT000006023,2021-11-14,CMP00255,CH03,1556.17,14535.02,115,68.91,13.53,0.0106
MKT000006027,2022-03-06,CMP00201,CH02,89.69,664.85,4,36.02,22.42,0.0003
MKT000006028,2021-05-11,CMP00183,CH02,366.82,3469.72,24,44.89,15.28,0.0103
MKT000006029,2022-08-24,CMP00121,CH05,1953.87,13770.93,50,55.11,39.08,0.0051
MKT000006030,2022-12-01,CMP00057,CH05,692.33,2848.29,14,82.17,49.45,0.0016
MKT000006031,2021-05-21,CMP00083,CH05,3112.55,6222.21,38,34.68,81.91,0.0024
MKT000006033,2021-11-14,CMP00100,CH01,1049.23,7796.52,31,83.57,33.85,0.0021
MKT000006034,2022-11-09,CMP00226,CH02,80.0,501.48,0,78.99,80.0,0.0001
MKT000006037,2022-08-08,CMP00107,CH05,2765.77,12538.95,75,91.54,36.88,0.006
MKT000006040,2021-07-25,CMP00206,CH04,1327.74,2948.34,9,74.11,147.53,0.0022
MKT000006042,2021-11-15,CMP00085,CH01,2048.46,9760.3,36,110.25,56.9,0.0031
MKT000006043,2022-11-22,CMP00139,CH03,812.18,6566.4,52,97.46,15.62,0.0063
MKT000006044,2021-12-09,CMP00052,CH04,890.04,2540.8,12,59.76,74.17,0.0016
MKT000006048,2021-10-29,CMP00228,CH01,827.32,3368.64,9,84.31,91.92,0.0007
MKT000006050,2021-10-13,CMP00076,CH02,304.58,4737.29,24,69.28,12.69,0.0033
MKT000006051,2021-12-13,CMP00217,CH01,1356.14,7844.95,25,88.08,54.25,0.0016
MKT000006053,2022-07-21,CMP00092,CH02,80.0,1532.92,8,76.68,10.0,0.001
MKT000006054,2022-10-24,CMP00013,CH06,611.34,4339.41,22,84.61,27.79,0.002
MKT000006056,2022-02-12,CMP00112,CH01,1949.2,5202.99,31,91.7,62.88,0.034
MKT000006057,2022-11-26,CMP00202,CH03,1406.97,13644.17,91,104.98,15.46,0.0104
MKT000006058,2022-09-21,CMP00173,CH05,1718.78,9539.29,62,113.89,27.72,0.0268
MKT000006060,2021-08-31,CMP00146,CH01,760.14,2330.38,18,87.96,42.23,0.001
MKT000006061,2022-02-08,CMP00123,CH06,1891.7,7854.28,48,50.77,39.41,0.0352
