CustomerID,CustomerName,Gender,Age,Country,City,Segment,SignupDate,MarketingOptIn,LoyaltyTier
CUS001138,Customer 1138,Female,51,Belgium,Brussels,Returning,2019-12-16,No,None
CUS001139,CUSTOMER 1139,Male,69,ITALIA,Rome ,New,2020-08-23,No,none
CUS001140,Customer 1140,Male,46,Italy,Naples,Returning,2018-03-19,No,None
CUS001141,Customer 1141,male,69,Belgium,Antwerp,returning,2024-01-30,No,None
CUS001142,Customer 1142 ,Female ,25,DE,Munich ,NEW,2018-12-20,No,None
CUS001143,Customer 1143,Male,42,Italy,Turin,New,2023-02-03,No,Gold
CUS001144,Customer 1144,Female,33,Spain,Seville,New,2019-04-23,yes,None
CUS001145,customer 1145,Female,31,Netherlands,Utrecht,New,2024-02-10,No,silver
CUS001146,Customer 1146,male,34,Spain,Seville,New,2022-02-24,Yes,None
CUS001147,Customer 1147 ,Male,27,BE,Bruges,New ,2019-10-16,YES,Gold
CUS001148,Customer 1148,Female,54,Germany,Munich ,New,2022-10-28,Yes,Gold
CUS001149,customer 1149,Male,28,netherlands,rotterdam,Returning,2020-04-01,Yes,Silver
CUS001150,Customer 1150 ,Female,37,Spain,BILBAO,Returning,2021-11-01,Yes,Silver
CUS001151,Customer 1151,MALE,50,Germany,cologne,New,2019-10-12,Yes,None
CUS001152,Customer 1152,Female,51,france,Toulouse,New,2023-05-15,Yes,Silver
CUS001153,Customer 1153,Female,56,Netherlands,Utrecht,VIP,2023-10-26,Yes, None
CUS001154,Customer 1154,Female,28,Spain,Barcelona,New,2018-02-08,Yes, Platinum
CUS001155,Customer 1155,Female,52,Germany,Berlin,Returning,2019-08-27,Yes,none
CUS001156,Customer 1156,MALE,60,Italy,Naples,New,2024-07-24,Yes,Silver
CUS001157,Customer 1157,Female,52,NL,Rotterdam,RETURNING,2019-08-29,Yes,Silver
CUS001158, Customer 1158,Male,63,Austria,Graz,RETURNING,2024-03-16,Yes,Silver
CUS001159,Customer 1159,Female,21,España,Bilbao,RETURNING,2023-04-27,Yes,Silver
CUS001160,Customer 1160,Female,39,Germany,Hamburg,Returning,2020-04-13,Yes ,Gold
CUS001161,CUSTOMER 1161, Female,19,France,Nice,RETURNING,2024-06-13,No,Gold
CUS001162,Customer 1162,female,71,Belgium,Leuven,Returning,2022-10-06,Yes,Silver
CUS001163,Customer 1163,Female,65,Spain,Barcelona,New,2024-07-20,Yes,Gold
CUS001164,customer 1164,MALE,70,FRANCE,Toulouse,Returning,2024-04-09,Yes,None
CUS001165,Customer 1165,Female,73,Spain,Valencia,Returning,2020-08-17,No,Silver
CUS001166,Customer 1166,Female ,32,netherlands,Rotterdam,VIP,2021-11-11,Yes,none
CUS001167,Customer 1167,female,51,FRANCE,Paris,VIP,2021-12-21,YES,none
CUS001168,Customer 1168,Female,30,ES,Bilbao,New,2019-02-05,No,None
CUS001169,customer 1169,Male,45,France,Nice,RETURNING,2020-03-31,Yes,NONE
CUS001170,Customer 1170,Female,25,FRANCE,Lyon,New,2021-09-15,Yes, Platinum
CUS001171,Customer 1171,Female,38,Austria,Vienna,New,2023-04-10,Yes,gold
CUS001172,Customer 1172, Male,30,République française,Paris,VIP,2020-06-10,Yes,Gold
CUS001173,Customer 1173,Female,18,Italy, Bologna,New,2021-06-07,Yes,Silver
CUS001174,Customer 1174,Male,50,France,Nice,New,2022-10-15,Yes,SILVER
CUS001175,Customer 1175,MALE,34,ES,Bilbao,New,2023-02-12,No,Gold
CUS001176,Customer 1176,Male,51, Germany,BERLIN,Returning,2022-06-01,Yes,None
CUS001177,CUSTOMER 1177,Female,54,FRANCE,Nice,Returning,2021-06-19,No,Silver 
CUS001178,Customer 1178,Female,46,DE,Cologne,Returning,2024-06-13,YES,None
CUS001179,customer 1179,Female,74,Spain ,Seville,VIP,2024-06-04,Yes,Gold
CUS001180, Customer 1180,Female,33,Germany,Berlin,Returning,2018-07-08,Yes,None
CUS001181,Customer 1181 ,Male,50,Deutschland,Frankfurt,Returning,2018-03-08,No,Platinum
CUS001182,Customer 1182,Female,55,Belgium,Brussels,New,2024-03-16,Yes,Silver
CUS001183,Customer 1183,male,26,Germany,Munich,VIP,2024-07-16,No,Silver
CUS001184,Customer 1184 ,Male ,70,Spain,Valencia,returning,2023-10-29,Yes,Gold
CUS001185,Customer 1185,Female,55,Italy,Milan,Returning,2018-03-11,Yes,Silver
CUS001186,Customer 1186,Female,28,Germany,Frankfurt,New,2020-07-08,Yes,Silver
CUS001187,Customer 1187 ,Male,47,France,Toulouse,New,2018-09-22,Yes,gold
CUS001188,Customer 1188,Female,38,ES,Seville,New,2018-10-29, Yes,None
CUS001189,Customer 1189,Female,71,Belgium,Ghent,Returning,2018-11-30,Yes,None
CUS001190,Customer 1190,Male,55,Spain,Seville,New ,2023-09-27,Yes,None
CUS001191,Customer 1191,Female,57,France,Toulouse,New,2024-07-08,Yes, None
CUS001192,Customer 1192,female,22,Netherlands,Amsterdam, VIP,2023-02-15,No,None
CUS001193,customer 1193,FEMALE,53,Belgium,bruges,New,2018-02-05,Yes,None
CUS001194,Customer 1194,Female,39,France,NICE,New,2018-07-27,No,Silver
CUS001195,Customer 1195,Male,51,France,paris,Returning,2018-01-15,Yes,Gold
CUS001196,CUSTOMER 1196,Male,46,germany,Berlin,New,2022-08-22,Yes,None
CUS001197,Customer 1197,FEMALE,50,DE,munich,NEW,2019-05-10,Yes, None
CUS001198,Customer 1198,Female,70,France,MARSEILLE,New,2024-02-29,Yes, Gold
CUS001199,Customer 1199,Female,53,GERMANY,Cologne ,New,2021-04-01,Yes,Silver
CUS001200, Customer 1200,Female,53,netherlands,Amsterdam,New ,2019-01-05,Yes,None
CUS001201,CUSTOMER 1201,Male,67,Italy ,Milan,VIP,2022-07-22,No,Gold
CUS001202,Customer 1202,MALE,61,Italy,Bologna,Returning,2019-05-04,Yes ,Silver
CUS001203,CUSTOMER 1203, Male,70,Germany,Hamburg ,Returning,2018-08-10,Yes,silver
CUS001204,Customer 1204,Male,63,France,Marseille,New,2019-01-02,No,None
CUS001205,CUSTOMER 1205,Female,28,Netherlands,ROTTERDAM,New,2020-12-20,yes,None
CUS001206,Customer 1206,Female,25,République française,Paris,NEW,2020-05-08,Yes,Gold
CUS001207,Customer 1207,Male,73,Netherlands,Eindhoven,VIP,2018-01-18,Yes,None
CUS001208,Customer 1208 ,Female,26,Netherlands,Utrecht,VIP,2019-05-23,No,None
CUS001209,Customer 1209,Female,64,GERMANY,Frankfurt,New,2019-03-26,Yes,Gold
CUS001210,Customer 1210,Male,36,FR,Toulouse,VIP,2020-08-15,No,NONE
CUS001211,Customer 1211,Female,30,ES,Bilbao,RETURNING,2022-09-05,Yes,Gold
CUS001212,Customer 1212,Male,54,Italy,Milan,VIP,2021-06-20,Yes,None
CUS001213,Customer 1213,Male,52,France,Lyon,New,2019-10-10,Yes,None
CUS001214,Customer 1214,Female,47, AT,Innsbruck,Returning,2021-07-13,Yes ,Gold 
CUS001215,Customer 1215,FEMALE,52,Spain,Seville,NEW,2018-09-09,No,Gold
CUS001216,Customer 1216,Female,31,france,Nice,New,2020-03-30,Yes,Platinum
CUS001217,Customer 1217,Male,64,IT,Bologna,Returning,2022-07-18,No,Silver
CUS001218,Customer 1218,male,28,Spain,Bilbao,RETURNING,2022-06-30,No, None
CUS001219,Customer 1219,Female,50,NL,Eindhoven,New,2018-06-27,YES,Silver
CUS001220, Customer 1220,Male,27,FRANCE,Lyon,Returning,2019-05-26,Yes,None
CUS001221,Customer 1221,Female,72,Germany,Berlin,New ,2020-06-29,YES,Silver
CUS001222,customer 1222,Male,36,Spain,bilbao,Returning,2021-07-14,YES,SILVER
CUS001223,Customer 1223,FEMALE,44,Germany,Cologne,Returning,2020-05-14,Yes ,Gold
CUS001224,CUSTOMER 1224,Male,27,España ,Seville,New,2023-11-17,No,Gold
CUS001225,Customer 1225,male,66,Germany,Frankfurt,New,2019-08-10, No,none
CUS001226, Customer 1226,Female,56,Netherlands,Eindhoven,VIP,2020-03-31,Yes,Platinum
CUS001227,Customer 1227,Female,42,netherlands,the hague,Returning,2023-03-28,Yes,Silver
CUS001228,Customer 1228, Female,75,France,PARIS,RETURNING,2018-03-31,Yes,Silver
CUS001229,Customer 1229,Female,58,ES,Barcelona,New,2022-02-16,Yes,Silver
CUS001230,Customer 1230,Female,54,Netherlands,Rotterdam ,Returning,2019-07-15,No,Gold
CUS001231,Customer 1231 ,Male,28,France,Toulouse,new,2024-05-29,Yes,None
CUS001232,Customer 1232,MALE,64,España,Madrid,Returning,2019-07-15,no,NONE
CUS001233,Customer 1233,Male,42,ITALY,Rome,New,2021-01-26,YES,None
CUS001234,Customer 1234,Female,42,fr,Lyon,Returning,2021-01-16,No ,Platinum
CUS001235,Customer 1235,Female,45,Italy,Milan,Returning,2018-04-26,Yes,None
CUS001236,Customer 1236,Female,61,DE,Hamburg,New,2023-08-07,no,Gold
CUS001237,customer 1237,Female,73,españa,Valencia,Returning,2023-09-27,Yes,None
CUS001238,Customer 1238, Male,50,Germany,munich,New,2022-04-28,Yes,Silver
CUS001239,Customer 1239,MALE,51,FR,Lyon,Returning,2022-05-20,Yes,None
CUS001240,Customer 1240,female,58,germany,Cologne,VIP,2021-07-21,No,None
CUS001241,Customer 1241,Male,46,GERMANY,Berlin,Returning ,2024-12-21,Yes,silver
CUS001242,Customer 1242,Female,62,Spain,Seville,New,2020-01-20,Yes,Silver
CUS001243, Customer 1243,Male,31,FR,Nice,New,2019-03-16,Yes,SILVER
CUS001244,Customer 1244,Male,39,France,Marseille,New,2024-04-15,Yes,Silver
CUS001245,CUSTOMER 1245,Female,63,France,Marseille,New,2021-08-10, Yes,None
CUS001246,Customer 1246,MALE,24,GERMANY,Munich,RETURNING,2021-10-18,Yes,None
CUS001247,customer 1247,Female,40,Spain,Madrid, New,2022-06-10,YES,None
CUS001248,Customer 1248,Male,24,Spain, Madrid,RETURNING,2019-04-02,Yes,Platinum
CUS001249,Customer 1249,Female,74,France,marseille,New,2019-10-10,NO,Silver
CUS001250,Customer 1250,Male,31,BELGIUM,Leuven,New,2022-07-18,YES,None
CUS001251,Customer 1251,Male ,40,fr,Toulouse,Returning ,2022-03-04,Yes,Silver
CUS001252,Customer 1252,Female,39,Italia,Rome,New,2023-09-28,Yes,None
CUS001253,Customer 1253,MALE,38,ES,Seville,Returning,2020-12-03,Yes,None
CUS001254,Customer 1254,male,28,Netherlands,Rotterdam,new,2023-06-17,No,None
CUS001255,Customer 1255,Female,66,Spain,Madrid,returning,2023-04-01,Yes,silver
CUS001256,Customer 1256,Male,36,ITALY,Naples,Returning,2022-01-23,No,None
CUS001257, Customer 1257,Female,28, Germany,Cologne,Returning,2021-09-11,Yes,NONE
CUS001258,Customer 1258,Female,25,AT,Graz,New,2022-12-31,yes,Gold
CUS001259,Customer 1259,Male,28,Belgium,Ghent,new,2022-03-12,Yes, Silver
CUS001260,Customer 1260,Female,20,Belgium,Antwerp,VIP,2018-04-08,Yes,Silver
CUS001261,Customer 1261,Female,68,France,Lyon,NEW,2021-11-07,No,None
CUS001262,Customer 1262,Female,69,France,Lyon,New,2019-10-15,No, Gold
CUS001263,Customer 1263,Male,51,Holland,Utrecht,New,2021-12-06,No,None 
CUS001264,Customer 1264,Male,38,Germany,Cologne,Returning,2018-09-15,no,None
CUS001265,Customer 1265,FEMALE,32,Germany,Frankfurt,New,2022-06-01,Yes,Platinum 
CUS001266,Customer 1266,Female,18,Spain,valencia,Returning,2021-04-14,NO,Silver
CUS001267,Customer 1267 ,female,61,Italy,Rome,Returning,2019-06-11,No,none
CUS001268,Customer 1268,FEMALE,32,Italy,Naples,Returning,2020-10-12, Yes,None
CUS001269,Customer 1269,Male,27,SPAIN,Seville,New,2020-04-12,Yes,None
CUS001270,Customer 1270 ,Female,32,Italia,Naples,Returning,2022-04-28,yes, Silver
CUS001271,CUSTOMER 1271,Male,50,Germany,Munich,New,2024-07-21,No,None
CUS001272,Customer 1272,Female,21,Spain,Barcelona,vip,2019-02-21,Yes,Gold
CUS001273,Customer 1273,Female,30,Spain,Valencia,Returning,2019-05-27,No,Silver
CUS001274,Customer 1274,Female,31,IT,Bologna,New,2018-07-28,Yes,Silver
CUS001275,Customer 1275,FEMALE,37,République française ,Toulouse,returning,2020-10-30,no,Gold
CUS001276,Customer 1276,Female,68,France,Lyon,VIP,2022-10-08,Yes,Gold
CUS001277,Customer 1277,Female,47,Netherlands,The Hague,New,2018-04-27,No,None
CUS001278,Customer 1278,Female,50,NL,EINDHOVEN,Returning,2024-04-19,yes,None
CUS001279,Customer 1279,Male,54,ITALY,Rome, VIP,2022-03-09,Yes,Silver
CUS001280,Customer 1280,Female,57,Germany,berlin,New,2021-06-24,Yes,Silver
CUS001281,customer 1281,Female,40,Germany,Berlin,New,2019-02-04,No,none
CUS001282,customer 1282,MALE,29,Germany,Munich,New,2023-10-18,No,platinum
CUS001283,Customer 1283,Male ,72,Italy,Milan,RETURNING,2020-12-20,No,None
CUS001284,customer 1284,Female,57,France ,TOULOUSE,New,2024-02-14,No,silver
CUS001285,Customer 1285,Male,50,Netherlands,Utrecht,New,2022-04-15,Yes ,Gold
CUS001286,Customer 1286,Male,21,Spain,Madrid,new,2020-05-06,No,Gold
CUS001287,Customer 1287,Male,28,Germany,Hamburg,Returning ,2023-12-24,No, Silver
CUS001288,customer 1288,male,29,Spain,Barcelona,New,2019-02-21,Yes,Silver
CUS001289,Customer 1289,FEMALE,75,spain,Barcelona,New,2018-11-02,Yes,SILVER
CUS001290,Customer 1290,Female,66,Belgium,Leuven,Returning,2019-07-23,No,None
CUS001291,CUSTOMER 1291, Male,40,netherlands,The Hague ,New,2018-11-19,Yes,None
CUS001292,Customer 1292,Male,34,Italy,Rome, Returning,2019-12-15,Yes,Gold
CUS001293,Customer 1293,Male,50,BELGIUM,Leuven,NEW,2020-03-27,Yes,None
CUS001294,Customer 1294,Male,44,Italy,Naples,Returning,2022-01-26,yes,None 
CUS001295,Customer 1295,Male,36,Deutschland,FRANKFURT,New,2019-06-03,YES,Gold
CUS001296,CUSTOMER 1296,Female,48,Germany ,Hamburg,Returning,2018-12-31,Yes,SILVER
CUS001297, Customer 1297,Female,64,Spain,Valencia,VIP,2019-10-15,NO,Silver
CUS001298,customer 1298,female,65,ES ,valencia, New,2019-10-30,No,None
CUS001299,Customer 1299,Male,72,France,Toulouse,returning,2018-05-21,No,None
CUS001300,Customer 1300,Female,31,Italy,Bologna,New,2019-03-09,Yes,Gold 
CUS001301,Customer 1301,Male,72,Germany,Hamburg,Returning,2024-08-12,Yes,Silver 
CUS001302,Customer 1302,Male,58,Austria,Salzburg,New,2018-09-13,Yes,None
CUS001303,Customer 1303,Male,58,Holland,Amsterdam,Returning,2023-09-19,no,None
CUS001304, Customer 1304,Male ,37,Netherlands,Utrecht,Returning,2018-04-08,yes,Silver
CUS001305,Customer 1305,Female,24,Austria,Salzburg,New,2022-10-16,No,Gold
CUS001306,Customer 1306,Female,65,Netherlands,THE HAGUE,New,2023-12-12,No, None
CUS001307,Customer 1307,Male,33,Spain,Valencia,Returning,2018-06-15,no,None
CUS001308,Customer 1308,Male,57,DE,Hamburg,vip,2019-04-01,No,Silver
CUS001309,CUSTOMER 1309,Male,71,ITALY,Naples,returning,2019-07-10,Yes,Gold 
CUS001310,customer 1310,male,46,Germany,Berlin ,Returning ,2023-01-19, Yes,None
CUS001311,Customer 1311,Male,31,Belgium,Antwerp,New,2019-03-13,yes,None
CUS001312,Customer 1312,Male,65,Netherlands,Utrecht,New ,2021-02-11,Yes,Platinum
CUS001313,Customer 1313,Male,32, Holland,EINDHOVEN,New,2023-02-19,Yes,None
CUS001314,Customer 1314,Female,60,France,toulouse,VIP,2022-04-24,No,None
CUS001315,Customer 1315,Female,54,NL,Amsterdam,VIP,2019-03-13,No,None
CUS001316,Customer 1316,male,24,Italy ,Naples,VIP,2024-02-09,YES,None
CUS001317,Customer 1317,Male,71,Österreich,Vienna,Returning,2018-04-09,Yes, Gold
CUS001318,Customer 1318,Female,38,Belgium,Ghent, Returning,2024-02-04,Yes,silver
CUS001319,Customer 1319,Female,27,IT,Naples, VIP,2018-10-16,Yes,Silver
CUS001320,Customer 1320,Female,51,GERMANY,Frankfurt,New ,2019-10-23,Yes,Silver
CUS001321,CUSTOMER 1321,Female,37,Spain,Barcelona,New,2019-03-19, Yes,Gold
CUS001322,Customer 1322,Female,24,France,Paris,Returning,2024-01-28,Yes,None
CUS001323,Customer 1323,Female,62,AUSTRIA,LINZ,returning,2023-08-06,Yes,Gold
CUS001324,Customer 1324,Male,45,Belgium,Brussels,new,2022-04-01,No,Gold
CUS001325, Customer 1325,FEMALE,22,Belgium,Brussels,returning,2020-07-02,Yes,None
CUS001326,Customer 1326,Male,31,Italy,Turin,Returning,2020-05-14,Yes,Silver
CUS001327,Customer 1327,Male,31, Austria,Linz,New ,2021-05-09,Yes,Silver
CUS001328,Customer 1328,Female,60,Spain,Valencia,Returning,2022-11-15,NO,Gold
CUS001329,Customer 1329,Female,54,Belgium,Brussels,VIP,2022-01-30,YES,Silver
CUS001330,Customer 1330 ,female,34,Germany,Cologne,New,2023-08-25,No,Silver
CUS001331,Customer 1331,FEMALE,46,France,Nice,New,2018-02-10,Yes,None
CUS001332,Customer 1332 ,Male,22,FRANCE,Marseille,Returning,2023-10-03,No,Gold
CUS001333,Customer 1333,Female,68,FRANCE,Marseille,New,2021-06-02, Yes,None
CUS001334,customer 1334,Male,50,belgium,Leuven,New,2024-12-04,Yes,Gold
CUS001335,Customer 1335,Male,52,NL,Eindhoven,Returning,2024-02-28,No,Silver
CUS001336,Customer 1336,Male,29,DE,Cologne,RETURNING,2019-12-07,No,SILVER
CUS001337,Customer 1337,Male,18,germany,Hamburg, New,2021-09-12,YES,Gold 
CUS001338,Customer 1338,Female,30,netherlands,Amsterdam,Returning,2019-06-03,Yes,None
CUS001339,customer 1339,Male,72,Germany,Berlin,VIP ,2019-06-30,YES, None
CUS001340,Customer 1340,Male,35,ITALY,turin,NEW,2020-03-19,Yes,none
CUS001341,Customer 1341 ,Male,62,France,Paris,Returning,2024-11-12,Yes,Silver
CUS001342,Customer 1342,Female,56,France,Lyon,Returning,2019-08-02,Yes,Gold
CUS001343,Customer 1343,Male,70,France,Nice ,VIP,2020-10-05,No,None
CUS001344,CUSTOMER 1344,Female,67,Austria,graz,RETURNING,2022-01-27, Yes,Silver
CUS001345,Customer 1345,Male,53,Belgium,Bruges,New,2024-06-05,No,None
CUS001346,Customer 1346,Male,26,Italia,Milan,NEW,2023-06-03,yes,None
CUS001347,Customer 1347,Male,72,France, Lyon,Returning,2023-05-30,No,None
CUS001348,CUSTOMER 1348,male,18,Belgium, Brussels,New,2019-05-18,no,Gold
CUS001349,Customer 1349,Female,52,netherlands,Eindhoven,Returning,2020-11-06,Yes,Gold 
CUS001350,Customer 1350,Female,59,Germany,Cologne,Returning,2023-09-28,Yes,NONE
CUS001351,Customer 1351 ,Female,37,NL,UTRECHT, New,2018-05-19,No,Silver
CUS001352,Customer 1352,MALE,23,Italy,Milan,New,2022-06-23,no,None
CUS001353,Customer 1353,Female,70,España,Seville,Returning,2018-10-02,YES,Silver
CUS001354,Customer 1354,Female,39,Belgium,Ghent,New,2021-09-30,YES,None
CUS001355,customer 1355,Female,74,SPAIN,Madrid,Returning,2018-05-12,No,Silver
CUS001356,Customer 1356,Female,32, Netherlands,The Hague,Returning,2020-09-15,YES,Gold
CUS001357,Customer 1357,Male,43,Austria,Vienna,New,2024-05-19,Yes ,Silver
CUS001358,Customer 1358,Female,35,Spain,Seville ,New,2018-12-18,Yes,Gold
CUS001359,customer 1359,Male,42,germany,Cologne,VIP,2020-12-14,Yes,NONE
CUS001360,Customer 1360,Male,63,Netherlands,Eindhoven,VIP,2020-02-26,Yes,None
CUS001361,CUSTOMER 1361,Female,23,République française,marseille,New,2023-11-05,No, Gold
CUS001362,Customer 1362,Female,31,Spain,Valencia ,Returning,2023-09-29,Yes,Silver
CUS001363,CUSTOMER 1363,Female,63,FRANCE,Marseille,RETURNING,2022-07-06,Yes,SILVER
CUS001364,Customer 1364,Female,49,FRANCE,Nice,Returning ,2021-10-14,Yes,NONE
CUS001365,Customer 1365,Female,19,Netherlands,The Hague,Returning,2019-09-14,YES,Gold
CUS001366,Customer 1366,Female,40,AT,Graz,New,2023-11-10,Yes,None
CUS001367,Customer 1367,Male,49,Spain,Bilbao, New,2023-10-21,Yes ,None
CUS001368,Customer 1368,Female,70,Austria,Innsbruck,Returning,2019-10-15, Yes,Silver
CUS001369,Customer 1369,FEMALE,31,Germany,Frankfurt,Returning,2023-10-28,Yes,Silver
CUS001370,customer 1370,Male,25,Holland,UTRECHT,New,2020-04-29,No,Gold
CUS001371,Customer 1371,Male,41,Belgique,Brussels,new,2023-06-29,No,None
CUS001372,Customer 1372,Female,45,Germany,COLOGNE,New,2020-03-28,YES,Silver
CUS001373, Customer 1373,Male,63,République française,paris,Returning,2024-08-24,No,Silver
CUS001374,Customer 1374,Female,33,Italy,Rome,New,2024-07-02,yes,None
CUS001375,Customer 1375,Male,40,DE,COLOGNE,New,2022-04-25,YES,Gold
CUS001376,Customer 1376,Male,34,Germany,Hamburg,vip,2019-04-13,Yes,Gold
CUS001377,Customer 1377,Male,36,GERMANY,Berlin,New,2022-02-08,No,None
CUS001378,Customer 1378,Male,23,Germany,Cologne,Returning,2023-04-18,NO,Silver
CUS001379,Customer 1379,Female,47,France,Marseille,Returning,2024-06-23,no,Gold
CUS001380,Customer 1380,Male,24,France,Lyon,VIP,2020-03-08,Yes,Silver
CUS001381, Customer 1381,Male ,75,Germany,Cologne,Returning,2020-11-22,Yes,Platinum
CUS001382,customer 1382,FEMALE,59,France,Paris,New,2020-12-13,Yes,Silver 
CUS001383,Customer 1383,Male,62,Spain ,Barcelona,Returning,2021-08-10,NO,None
CUS001384,Customer 1384,Male,21,FRANCE,Nice,New ,2024-08-12,No, None
CUS001385,Customer 1385,Female,27,GERMANY,Cologne,Returning,2022-03-22,No,Gold
CUS001386,Customer 1386 ,Female,51,Holland,Amsterdam,Returning,2018-09-20,No,Silver
CUS001387,Customer 1387,Male,56, Netherlands,The Hague, Returning,2022-03-24,yes,None
CUS001388,Customer 1388,Male,22,Italy,Bologna,New ,2018-03-13,No,silver
CUS001389, Customer 1389,Female,47,FR,Marseille,Returning,2023-04-25,No,None
CUS001390,Customer 1390,Female,26,Germany,HAMBURG,VIP,2022-06-16,Yes,gold
CUS001391,Customer 1391,Female,27,France,LYON,Returning,2024-01-06,No,None
CUS001392,Customer 1392,Male,63,Italy,Naples ,Returning,2020-11-26,No,silver
CUS001393,Customer 1393,Female,62,FR,Paris,New,2023-09-12,Yes,Silver
CUS001394,Customer 1394,Female,66,Netherlands,Utrecht,VIP,2022-10-12,Yes,SILVER
CUS001395,Customer 1395,Female,57,spain,Madrid,New,2024-03-06,No,Silver
CUS001396,Customer 1396,Male,38, Austria,Vienna,New ,2020-01-20,YES,Gold
CUS001397,CUSTOMER 1397,Female ,25,Spain,Valencia,returning,2020-01-07,No,Silver
CUS001398,Customer 1398,Male,28,France,Paris,New,2018-11-24, Yes,None
CUS001399,Customer 1399,Female,72,France,Lyon,Returning,2021-07-14,No,Silver
CUS001400,Customer 1400 ,Male,42,NETHERLANDS,Amsterdam,VIP,2021-12-12,No,NONE
CUS001401,Customer 1401,Female,29,Italy,Naples,RETURNING,2022-06-08,Yes ,Silver
CUS001402,Customer 1402,Female,44,Italy,Bologna,New ,2024-07-30,No,Gold
CUS001403,Customer 1403,MALE,62,france,Nice ,RETURNING,2022-12-07,YES,Silver 
CUS001404,customer 1404,Female,29,Spain,Valencia, New,2020-09-17,Yes,Gold 
CUS001405,Customer 1405,MALE,35,FRANCE,Marseille,RETURNING,2021-06-16,Yes,None
CUS001406,Customer 1406,Female,49,France,Marseille,Returning,2024-10-09,Yes,None
CUS001407,Customer 1407,Female,26,España,Bilbao,New,2023-12-07,Yes,Silver
CUS001408,CUSTOMER 1408,Male,49,France,Paris,Returning,2023-08-14,No,Silver
CUS001409,Customer 1409,Male,68,france,paris,returning,2020-08-28,Yes,Silver
CUS001410,Customer 1410 ,Male,74,Germany,Frankfurt,New,2024-10-04,Yes,Platinum 
CUS001411,customer 1411,Female ,54,Spain,Valencia,Returning ,2022-08-13,Yes,None
CUS001412,Customer 1412,Female,54,RÉPUBLIQUE FRANÇAISE,Nice,New,2022-05-06,Yes,Silver
CUS001413,Customer 1413,Female,64,Italy,naples,VIP,2024-05-11,Yes,Silver
CUS001414,Customer 1414,Female,43,Germany,Frankfurt,VIP,2020-10-08,yes,Silver
CUS001415,Customer 1415,Female,20,France,Lyon,Returning,2023-08-16,Yes,none
CUS001416,Customer 1416,male,53,IT,Milan,Returning,2021-02-10,Yes,SILVER
CUS001417,Customer 1417,Male,55,FR,Paris,New,2018-02-18,Yes,SILVER
CUS001418,Customer 1418,Female,70,Germany,Berlin,New ,2020-08-28,No ,None
CUS001419,customer 1419,Male,33,Italy,ROME,Returning,2020-07-27,NO,Gold
CUS001420,Customer 1420,FEMALE,73,Spain,Barcelona,Returning,2019-03-21,yes,None
CUS001421,Customer 1421,Male,30,DE,Hamburg,Returning,2024-06-06,Yes,Gold
CUS001422,Customer 1422,Female,74,Spain,Valencia,New,2022-11-21,No ,none
CUS001423,Customer 1423,Male,28,Italy,Turin,Returning,2023-03-05,No,NONE
CUS001424,Customer 1424,Female,48,italy,Bologna,Returning,2023-07-02,Yes,Silver
CUS001425,Customer 1425,FEMALE,27,Deutschland, Berlin,Returning ,2020-04-24, No,None
CUS001426,Customer 1426,Male,36,Germany,Hamburg,New,2022-01-17,No,Gold
CUS001427,Customer 1427,Male,75,France,Toulouse,Returning,2022-08-10,no,None
CUS001428,Customer 1428,Male,36,Belgium,Leuven,New,2024-10-27,Yes,None
CUS001429,Customer 1429,Female,52,Italy,Milan,RETURNING,2018-07-06,Yes,Gold
CUS001430,Customer 1430 ,Male,67,Holland,The Hague,VIP,2023-12-02,Yes,Silver
CUS001431,Customer 1431,Female,40,Netherlands,Eindhoven,Returning,2022-04-29,Yes,None
CUS001432,CUSTOMER 1432,Female,63,Belgium,Ghent ,New,2019-08-07,no,Silver
CUS001433, Customer 1433,Female,26,NETHERLANDS,Eindhoven ,New,2020-11-19,No,Silver
CUS001434,CUSTOMER 1434,Male,21,Italy,Bologna,Returning,2024-04-06,Yes,Platinum
CUS001435,Customer 1435,male,29,spain,Madrid,Returning,2022-05-20,Yes,Gold
CUS001436,CUSTOMER 1436,female,42,GERMANY,Frankfurt ,New,2021-12-14,No,Gold
CUS001437,Customer 1437,Male,47,ES,MADRID,Returning,2024-10-16,No,NONE
CUS001438,Customer 1438,female,51,Germany,cologne,VIP,2020-01-13,YES,None
CUS001439,Customer 1439,Male,28,DE,Munich,Returning,2022-03-08,yes,none
CUS001440,Customer 1440,female,21,France,Nice,New,2022-05-17,Yes,Gold
CUS001441,Customer 1441,Male,58,Germany,Berlin ,New,2024-09-26,Yes,None
CUS001442,Customer 1442,Female,74,belgium,Antwerp,NEW,2021-11-28,No,Silver
CUS001443,customer 1443,Male,40,Spain,Madrid,Returning,2021-01-15,No,Silver
CUS001444,Customer 1444,Male,50,Italy,Rome,Returning,2019-07-29,YES,SILVER
CUS001445,customer 1445,Female,47,France,Lyon,New,2020-02-02,Yes,Silver
CUS001446,Customer 1446,Female,21,NETHERLANDS,UTRECHT,Returning ,2019-09-03,Yes,Silver
CUS001447,Customer 1447,Female,33,France,Lyon,returning,2021-09-26,Yes,None
CUS001448,Customer 1448,Male,40,IT,Rome,new,2019-08-14,No,None
CUS001449,Customer 1449,MALE,38,España, Valencia,New,2023-11-04,Yes,Gold
